feature_id,blank_1,blank_2,blank_3,blank_4,group1_1,group1_2,group1_3,group1_4,group2_1,group2_2,group2_3,group2_4,group3_1,group3_2,group3_3,group3_4,group4_1,group4_2,group4_3,group4_4
feature_5215,0,0,0,0,192,1282,0,1328,0,262,0,524,0,782,0,876,2506,5008,2044,5578
feature_5216,0,0,0,0,413392,243966,350570,152656,777214,771504,777932,764516,172812,538976,110862,349316,713674,767256,613174,747368
feature_5217,0,0,0,0,207978,141880,192362,92512,340608,327542,331860,307162,82042,204960,55258,154258,249516,299034,210064,261272
feature_5218,0,0,0,0,66720,40948,61602,24972,120524,118004,119076,110966,24242,75908,15898,51480,90154,114492,77810,99224
feature_5219,0,0,0,0,23410,17322,25756,12172,54908,51098,55202,50834,10600,32274,5376,22336,40400,54876,34564,45876
feature_5220,0,0,0,0,10818,4778,9116,3120,111626,81146,87298,65824,4920,19516,2122,9256,33796,73694,28474,39104
feature_5221,116,0,0,0,37102,19474,33750,11764,107100,103420,116704,109354,12110,60896,3876,43994,79772,123624,63114,82990
feature_5222,0,0,0,0,22204,13248,23102,9076,36202,37364,37908,34604,9528,25874,5570,17116,29396,34622,29802,31208
feature_5223,0,0,0,0,28960,13158,31816,6754,135988,94740,102740,86734,5532,45242,1546,33802,62870,108978,46478,65936
feature_5224,0,0,0,0,0,3208,0,3760,0,0,0,0,110,3018,324,3260,0,0,254,0
feature_5225,0,0,0,0,6042,3866,5208,0,25374,21698,23862,18814,2184,7800,0,4006,11694,19638,8350,12290
feature_5226,0,0,0,0,4326,3030,4028,1938,8960,8860,10184,8148,2214,4590,0,3934,5634,7712,5738,6952
feature_5227,0,0,0,176,1526,888,1306,320,14394,3640,4488,4482,408,2622,236,1360,2938,4774,2090,2836
feature_5228,0,0,502,0,8316,5654,8914,3388,19278,17376,18680,15938,4100,10796,2612,6210,13010,17472,12004,14760
feature_5229,0,0,0,0,13612,5368,12828,2820,57130,54326,54892,48814,2776,20646,896,15208,28038,57916,22040,33104
feature_5230,164,208,242,264,14216,8704,12252,4056,31528,23896,25858,22906,4528,0,2090,11308,16398,25124,16000,21854
feature_5231,0,0,0,0,4856,3842,4978,1890,6760,7234,7390,7770,1912,4766,934,3994,6444,7714,5636,5598
feature_5232,0,0,0,0,1594,858,1146,586,7272,3168,3722,3158,424,1858,530,1228,2856,3458,1866,2806
feature_5233,0,0,66,0,2318,906,1562,280,5822,4018,3894,4368,230,1848,0,1622,2912,4174,2260,2566
feature_5234,106,0,0,80,9440,5218,8068,3048,53340,20016,20182,17868,2512,10600,1126,8864,14618,21524,11288,16568
feature_5235,0,0,0,0,5006,4896,4364,2750,4460,4172,5192,5364,3960,6460,1912,4874,4954,5540,6228,5912
feature_5236,0,0,0,0,2584,1772,1992,0,10658,8052,8996,6300,1158,2928,0,2036,5248,7374,4038,5032
feature_5237,120,0,0,56,1174,506,918,600,5034,1348,1766,1600,408,0,0,966,1196,1698,1006,1330
feature_5238,0,0,0,0,0,206,0,200,0,0,0,0,0,238,0,168,0,0,0,0
feature_5239,0,0,0,0,69336,62428,63468,38978,97706,124176,81256,89192,41208,87276,24598,74508,95532,89606,86778,93934
feature_5240,0,0,0,0,56692,39118,56660,23216,132056,116828,122928,99456,19940,55128,12064,40998,71204,99768,61046,82306
feature_5241,0,0,0,0,1046,0,878,600,838,1144,1048,0,700,1082,532,0,752,1142,0,1126
feature_5242,128,86,94,170,862,908,1064,390,3592,1574,1304,1210,132,1250,324,774,1022,1582,750,1376
feature_5243,154,0,0,0,152,3890,0,3140,182,230,352,444,0,4522,666,3870,570,876,868,1380
feature_5244,0,0,0,0,13432,7992,14088,5734,33548,27452,26624,25418,4186,17344,1906,11142,20248,29834,0,22052
feature_5245,0,0,0,0,127776,98782,126726,78088,107722,103770,111946,122616,87212,143878,58760,133666,129422,130222,134600,131986
feature_5246,0,0,0,0,4348,2584,3632,1522,5294,5600,5820,5344,1756,4632,862,2906,4482,5398,4360,4742
feature_5247,0,0,0,0,6712,4084,5536,3634,4296,5616,6022,6440,4564,6874,3292,5832,5858,4568,4412,3366
feature_5248,0,0,0,0,5204,3840,4990,0,16398,13954,15420,13372,3078,6556,1384,4784,9058,11578,7398,9696
feature_5249,0,0,0,0,1970,1094,1786,660,9368,4922,7802,4568,698,2396,444,1866,3576,4596,3186,3502
feature_5250,128,128,152,104,3364,1082,1998,822,168,194,194,384,390,420,328,480,0,0,972,0
feature_5251,0,0,0,0,814,620,838,414,1396,1178,1174,1156,414,936,220,768,1650,1302,858,1144
feature_5252,0,0,0,0,110450,72822,105466,45400,172758,165392,170450,155448,46390,106956,28830,86712,132372,143348,117902,136596
feature_5253,0,0,0,0,6114,3910,5052,2318,10502,10152,10188,8640,2322,5916,1278,3694,6634,7428,5680,7334
feature_5254,0,0,0,0,150232,91198,136078,61462,322976,305986,319750,304832,70660,192920,40644,142542,262302,310398,225112,269996
feature_5255,0,162,140,0,1234,2006,1090,1116,6060,2854,2548,1896,1028,2600,720,3024,2020,3582,1838,3962
feature_5256,0,0,0,0,978,610,870,454,1172,894,902,1080,256,776,124,482,1054,822,1004,1182
feature_5257,0,0,0,0,250,0,324,94,1042,1146,740,862,242,236,0,118,3632,3440,3210,3750
feature_5258,0,0,0,0,4550,2590,3942,1562,2484,1226,2288,1116,0,2596,0,1574,0,0,0,146
feature_5259,2698,1672,952,1498,1020,1038,648,884,0,0,0,0,886,422,1256,714,960,0,0,0
feature_5260,0,0,0,0,0,0,0,120,344,188,458,368,196,0,0,0,1618,1960,2074,2000
feature_5261,0,0,0,0,1274,986,1512,578,764,814,884,1008,392,836,0,624,774,746,792,738
feature_5262,0,196,140,150,1124,538,794,138,1596,2026,970,1060,202,528,138,360,956,934,1242,0
feature_5263,0,0,0,0,632,498,776,388,1016,1392,1096,924,214,754,150,590,710,1018,484,836
feature_5264,0,0,0,0,415366,249382,383684,142086,99280,73928,105622,65004,88316,303820,49950,180658,7978,15722,5620,11400
feature_5265,0,0,0,0,358,552,0,434,3760,3486,3300,3352,0,136,90,336,4498,5306,5304,5736
feature_5266,0,0,0,0,10788,5080,10438,2452,4954,2706,4128,2144,478,7376,0,2920,0,0,0,0
feature_5267,0,0,0,0,7666,4778,7066,3626,2394,1922,2166,1588,0,5758,1176,4536,412,568,438,334
feature_5268,0,0,0,0,6272,3584,6946,3130,1596,0,2118,1084,3580,6268,1912,5234,410,456,318,0
feature_5269,0,0,70,0,3354,2194,3724,1484,1288,1012,938,814,778,3020,346,1312,0,0,0,68
feature_5270,0,0,0,0,25530,0,27730,0,0,0,0,0,1626,6844,5610,3232,0,14134,6400,3484
feature_5271,0,0,0,0,0,0,0,0,684,1098,998,1130,0,0,0,0,5262,5024,3588,5154
feature_5272,0,0,0,0,0,0,0,0,2562,2536,1846,2522,0,0,0,148,336,476,558,410
feature_5273,0,0,0,0,618,388,578,472,1408,1088,1054,1006,162,668,152,838,1018,1192,1374,984
feature_5274,88,112,0,108,238,0,286,122,2144,1420,900,1006,152,204,154,128,628,354,506,320
feature_5275,0,0,0,0,27576,0,0,0,0,17146,0,0,1298,0,0,12540,0,12182,4792,0
feature_5276,0,0,0,0,45896,22232,43764,0,34306,21010,0,22806,0,4196,0,16982,8474,16360,5712,12218
feature_5277,0,0,0,0,6034,4286,5290,3338,1384,0,1966,1682,2224,4902,1742,4376,0,0,0,378
feature_5278,0,0,0,0,678,1020,832,1148,1220,682,988,626,642,1078,482,2406,2460,1830,2658,2366
feature_5279,142,240,214,270,0,574,434,548,1272,1776,0,1012,308,912,298,732,1362,0,0,1134
feature_5280,298,220,142,454,2204,1410,1956,1696,2140,2288,1532,2146,714,2850,740,3512,5100,3156,4324,4676
feature_5281,0,0,0,0,37620,0,0,5142,28676,16668,0,17910,2670,1552,1144,0,3910,13024,3446,6712
feature_5282,0,0,0,0,155310,111524,146082,88350,32340,23372,38500,29508,62748,136090,39222,95966,3896,7502,4010,5106
feature_5283,0,0,0,90,242,108,74,0,348,612,198,620,178,382,0,202,1210,1100,1052,912
feature_5284,0,64,0,0,1854,1270,1894,1234,1562,1948,1922,2552,1778,2492,0,2522,2490,2184,2680,2680
feature_5285,338,124,0,336,844,410,778,698,744,1136,916,786,576,1032,432,1352,1644,2288,1812,1902
feature_5286,0,0,0,0,546,300,540,450,672,796,452,730,240,598,0,882,1622,700,1338,1216
feature_5287,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,12398,2936,10986,4202
feature_5288,0,0,0,110,0,0,15754,0,0,0,0,0,3480,2890,0,7302,3872,6508,3134,5034
feature_5289,0,0,0,0,0,0,0,25332,0,0,0,0,3630,0,2310,6182,17994,32060,14048,20676
feature_5290,0,0,0,0,5150,3768,4646,0,70436,76926,57830,41956,0,8382,352,4406,32750,47802,26050,37830
feature_5291,0,0,0,0,1580,0,0,0,11994,8384,0,9102,420,1750,0,6438,4050,6098,3708,4048
feature_5292,0,0,0,0,9384,5140,8208,2724,141710,115308,142778,94418,0,12538,0,3768,57240,99578,42154,67258
feature_5293,0,0,0,0,0,0,0,0,6740,8908,6012,4968,0,0,0,0,0,0,660,478
feature_5294,0,0,0,0,0,8964,0,4484,0,0,0,0,5936,24234,3224,12456,36008,57830,4898,6558
feature_5295,0,0,0,0,0,0,34794,0,0,0,0,0,11238,48642,39698,23250,62302,99274,50536,71886
feature_5296,0,0,0,0,18658,13530,18558,6752,331472,270152,333260,222496,0,0,0,0,129756,243646,96826,153766
feature_5297,0,270,0,184,0,0,11462,0,9776,0,0,6156,3290,0,1466,6938,0,7214,2854,5014
feature_5298,0,0,0,0,0,298,218,0,0,3004,4038,2912,0,0,0,394,686,150,0,0
feature_5299,0,0,0,0,9170,5974,10114,4434,87356,65630,90846,75348,1078,15348,2164,8896,52338,82886,42498,62834
feature_5300,0,0,128,0,144,144,430,240,1166,1184,856,1130,94,492,278,158,1118,1094,776,874
feature_5301,0,100,0,0,70,238,152,140,3070,4094,2036,3264,134,306,140,348,1166,1408,1782,10444
feature_5302,162,90,116,154,216,244,132,0,1232,636,940,394,116,362,0,182,1394,1188,1130,1132
feature_5303,0,0,0,0,68,0,0,0,1146,1050,0,1084,0,0,0,0,406,476,0,604
feature_5304,0,0,0,0,696,390,724,312,2326,2298,2288,1856,0,754,0,318,742,0,934,764
feature_5305,0,74,0,0,0,0,0,0,0,262,0,192,0,76,0,0,6278,2004,7194,2232
feature_5306,0,0,0,0,44238,18266,0,9476,23312,10906,22334,8084,14380,56076,6064,30552,0,2500,0,0
feature_5307,400,254,222,146,570,944,352,386,378,0,308,0,538,558,442,484,820,972,842,1346
feature_5308,0,0,0,0,364,0,0,0,0,0,0,472,398,346,392,322,8304,8524,8364,8856
feature_5309,0,0,0,0,0,0,0,0,162,0,0,222,378,0,0,106,2614,3078,3126,2512
feature_5310,0,0,0,0,64,0,0,0,0,170,0,0,240,0,212,0,2806,2272,1974,2224
feature_5311,0,0,0,0,828,448,608,282,2472,2212,3276,1654,0,1096,0,506,672,1410,532,758
feature_5312,0,0,0,0,194,0,0,0,0,0,0,0,80,0,92,160,1276,1310,1234,1096
feature_5313,0,0,0,0,166,0,0,0,2880,2696,2886,2602,0,0,0,0,3290,4062,2652,3756
feature_5314,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,4828,4222,3264,3692
feature_5315,0,0,978,0,0,920,0,0,0,904,1600,1138,0,0,0,0,1498,1458,1638,1070
feature_5316,0,0,0,0,702,346,636,96,1232,1216,1406,0,148,414,256,0,364,1020,280,112
feature_5317,0,0,0,0,206,242,222,276,1728,804,1288,552,230,0,202,540,1916,1502,1796,2250
feature_5318,0,0,0,0,90,0,78,0,274,362,0,0,0,0,0,0,1558,1178,1738,1474
feature_5319,0,120,80,76,442,324,376,304,1510,1258,1512,1348,426,442,236,318,1390,914,1196,0
feature_5320,126,156,106,146,350,300,154,142,1364,938,654,648,74,166,160,0,948,1190,1108,1360
feature_5321,0,0,0,0,152,40,0,0,4564,4216,3562,2828,304,0,332,208,2990,2424,2886,2716
feature_5322,0,0,0,0,268,9542,456,7714,1908,1860,1658,1470,1008,5962,0,9234,1980,2548,2042,2412
feature_5323,0,0,0,0,684,7824,150,7172,830,686,694,1236,242,6170,302,6532,834,0,660,776
feature_5324,0,0,0,52,366,5026,224,4482,1032,1410,848,1186,748,4358,0,3902,1376,1712,1578,1828
feature_5325,0,402,0,0,1446,1270,0,1496,0,1760,2216,0,0,1706,0,1754,1770,1622,1802,2304
feature_5326,0,0,0,0,274,244,154,340,1724,2454,1454,1792,246,366,148,232,24020,36590,20816,37814
feature_5327,0,0,0,0,0,0,0,0,2542,2878,2072,1750,452,272,596,0,3572,4806,3804,5022
feature_5328,0,0,0,0,92,198,0,0,2300,2160,1662,1936,0,0,0,0,2936,7050,3902,7046
feature_5329,0,0,0,0,154,0,0,0,0,0,0,0,2760,0,2224,400,0,0,0,0
feature_5330,0,0,0,0,0,900,0,912,0,462,0,290,0,908,0,0,0,432,364,440
feature_5331,214,238,170,196,152,500,212,260,174,250,148,246,190,160,0,106,2082,2982,1370,2810
feature_5332,0,0,0,0,0,1356,0,938,0,0,0,0,0,1104,0,928,0,0,0,0
feature_5333,0,0,98,0,0,102,318,328,1026,1130,1294,882,110,202,132,282,7864,10702,5996,12334
feature_5334,0,170,138,212,216,2804,322,1730,976,1006,1262,1498,0,2248,0,1520,1296,2018,1326,2022
feature_5335,0,0,0,110,98,0,62,0,204,268,274,300,96,0,0,780,1240,578,1342,572
feature_5336,0,0,0,0,0,74,0,0,1930,2394,1978,2204,0,0,0,0,0,0,0,0
feature_5337,314,370,154,0,876,0,524,224,1292,1018,0,836,1422,674,1238,200,2024,3362,1776,3138
feature_5338,0,0,0,0,0,364,0,0,3688,1962,2734,1706,0,358,88,0,1180,1066,0,1070
feature_5339,0,0,0,0,330,0,0,0,484,482,450,0,416,0,0,0,0,268,252,152
feature_5340,0,0,0,0,0,312,0,252,0,0,0,0,0,772,0,766,0,0,0,58
feature_5341,0,0,0,0,0,0,102,0,1506,950,1508,792,0,290,0,0,5438,2132,4796,1824
feature_5342,0,0,0,0,132,118,88,0,1662,0,1326,1270,156,110,0,0,1032,1398,0,1512
feature_5343,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,1236,112,0,0,0,0
feature_5344,0,0,0,0,0,676,580,508,0,682,976,628,1112,1110,792,664,922,0,0,0
feature_5345,0,0,0,0,2056,1090,2104,858,78,190,144,236,88,294,0,256,380,318,428,276
feature_5346,0,0,0,0,6304,3328,4110,2948,17748,16596,15502,12920,2362,6378,1468,4696,8114,6696,5668,6066
feature_5347,0,0,0,70,0,214,176,84,3276,2814,1702,1304,200,0,280,176,2936,3052,3110,3072
feature_5348,0,0,0,0,134,0,48,0,1386,1090,1020,962,0,0,0,0,494,432,552,480
feature_5349,0,0,0,0,4910,1826,3040,1286,11202,6972,7638,5770,628,3052,518,3050,4074,3578,3076,3484
feature_5350,0,0,0,0,2878,1448,2238,1268,8118,7086,7846,4938,450,2422,434,1216,3466,3252,2590,3140
feature_5351,0,130,0,0,2588,1268,1302,632,1716,4064,1420,3266,556,886,232,484,10254,11350,9118,9920
feature_5352,0,0,0,0,790,518,878,408,564,380,378,338,572,392,542,320,504,512,392,516
feature_5353,0,0,0,0,3374,2306,2234,1652,5222,3866,4050,3376,714,1996,628,1586,3006,2412,2534,2482
feature_5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,262,0,142
feature_5355,120,0,0,0,304,0,266,0,2138,2698,0,1502,120,0,248,256,1332,1454,1040,1136
feature_5356,0,0,0,0,162,0,0,0,1244,1520,1254,1262,160,164,0,358,1960,2012,1592,2000
feature_5357,162,174,144,214,304,224,262,66,0,0,416,0,164,164,234,242,0,486,312,0
feature_5358,0,0,0,0,0,0,0,0,296,192,116,92,0,0,0,0,2732,948,2336,1204
feature_5359,0,0,0,0,408,544,316,574,38116,27114,27558,23884,106,1036,194,830,78374,57754,76866,64494
feature_5360,0,0,0,0,474,0,206,0,444,404,0,370,2460,1830,1434,1170,390,300,364,236
feature_5361,0,0,0,0,0,3022,0,2382,388,0,0,0,0,2606,0,2226,448,0,0,0
feature_5362,0,0,0,0,0,12228,530,9696,1868,1546,1476,1036,1094,12174,848,10662,1884,3094,1706,2290
feature_5363,0,0,0,0,702,8040,0,5004,1368,0,0,976,0,6150,0,6656,1248,1624,1186,1716
feature_5364,156,0,130,208,0,0,144,170,1010,1418,1044,1428,166,140,176,214,498,936,310,1010
feature_5365,0,0,0,0,212,1386,258,0,848,896,0,0,0,1960,0,1020,0,0,0,0
feature_5366,0,0,0,0,56,70,98,0,2042,1606,1600,1346,0,78,0,360,3972,3504,4390,3256
feature_5367,0,0,0,0,128,730,0,728,0,372,0,0,0,900,0,644,0,3108,1198,2940
feature_5368,0,0,0,0,0,0,0,0,1594,1654,284,1408,0,0,0,0,194,318,0,106
feature_5369,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,3514,506,4294,1128
feature_5370,0,0,0,0,0,0,0,0,334,526,220,334,0,134,114,0,850,556,668,556
feature_5371,0,0,786,716,466,0,550,564,238,306,0,476,0,528,676,578,418,264,502,412
feature_5372,0,0,0,0,0,0,0,0,1508,1822,920,1182,0,0,58,0,830,1296,706,1528
feature_5373,0,0,0,0,84,0,0,0,1220,2018,280,734,0,136,96,110,1608,1426,904,614
feature_5374,0,0,0,0,0,156,0,0,5134,7072,746,1420,0,0,0,0,4516,3808,2226,1810
feature_5375,0,0,0,0,0,0,196,0,1576,1292,1226,0,0,0,0,0,954,1438,754,1982
feature_5376,0,0,0,0,0,120,140,88,0,166,122,136,316,182,0,0,194,136,238,238
feature_5377,0,0,0,0,0,0,0,0,2350,2332,2070,2288,0,290,0,0,2190,1654,1508,1722
feature_5378,0,0,0,0,0,424,0,276,354,92,292,250,0,0,0,0,2168,4256,2036,3818
feature_5379,0,0,0,0,344,0,152,0,2296,0,1572,446,0,0,0,0,3096,1514,1566,884
feature_5380,0,0,0,0,100,0,0,0,0,230,166,0,102,0,162,0,0,128,0,0
feature_5381,0,0,0,0,1078,490,644,0,2150,1508,1802,1200,1556,4524,1198,3314,946,800,936,530
feature_5382,0,0,0,0,0,0,0,0,138,628,274,678,0,0,0,0,1296,1412,1058,1214
feature_5383,0,0,0,0,346,4496,262,4734,1294,1062,1008,1104,318,2792,86,2608,696,774,620,1200
feature_5384,2410,2050,2146,2048,2548,2086,2244,2100,2066,2854,1744,1992,2016,1822,2048,1944,1866,2026,2208,1748
feature_5385,0,0,0,0,0,0,0,0,1828,2498,1632,2218,0,0,0,0,1944,3920,2240,3412
feature_5386,334,134,162,0,430,324,278,166,1568,1402,1114,876,214,200,336,240,1264,960,1118,1294
feature_5387,70,186,0,126,350,244,208,270,1776,840,1344,1128,262,372,182,276,2614,1768,2284,2256
feature_5388,0,0,0,0,0,718,0,302,0,238,0,0,0,230,0,128,0,0,0,0
feature_5389,874,0,0,728,0,1640,0,1486,1108,896,1244,1160,0,1202,730,898,1032,1188,1220,1206
feature_5390,118,0,0,0,70,78,198,0,1324,1226,1228,950,108,146,0,120,2878,3046,2268,2182
feature_5391,0,0,0,0,0,0,0,0,2528,3050,2014,2740,0,78,0,0,2794,5232,2538,3506
feature_5392,0,0,0,112,0,112,0,0,414,142,346,278,0,0,0,0,1276,1084,1436,1240
feature_5393,0,0,0,0,598,16436,928,13482,2216,3070,2062,2174,1162,13448,900,12668,2398,3948,2520,2996
feature_5394,0,0,0,0,358,10682,526,7114,1584,2248,1638,1526,0,8112,590,8456,1968,2672,1486,2556
feature_5395,0,0,0,0,0,2510,0,2246,1824,1332,1998,1586,0,2504,0,2656,3444,2786,3090,2692
feature_5396,0,0,0,0,618,12416,0,12504,1098,828,950,1140,482,7508,502,11090,1276,1646,1230,1322
feature_5397,96,0,166,0,240,310,326,138,836,924,988,0,102,246,112,270,0,0,1050,0
feature_5398,0,98,0,0,0,128,0,108,0,184,0,92,156,226,0,134,384,286,336,258
feature_5399,0,0,0,0,0,1028,132,702,334,404,342,344,76,1024,126,930,1182,906,1158,544
feature_5400,132,44,0,0,0,376,0,116,0,1148,0,756,226,186,0,206,7542,14876,6520,13388
feature_5401,0,140,0,0,0,0,148,316,992,0,0,0,164,0,164,0,0,0,0,0
feature_5402,0,0,0,0,0,2956,0,2360,0,0,0,0,0,2600,0,1918,0,0,0,0
feature_5403,0,0,0,0,200,3394,0,2572,0,270,0,0,116,2466,162,2226,0,220,406,354
feature_5404,0,0,0,0,156,2326,0,1578,0,0,0,0,0,1406,0,1246,0,0,252,280
feature_5405,110,0,90,0,222,3312,276,2108,1824,2110,1864,1352,0,2890,0,2106,1076,1620,1450,1364
feature_5406,0,0,0,0,182,436,0,268,374,174,236,96,0,222,106,376,0,314,0,458
feature_5407,0,112,110,0,330,234,92,0,0,0,938,918,246,324,138,88,902,0,774,0
feature_5408,0,0,0,0,296,0,414,0,1552,556,1952,358,0,136,0,0,1762,1250,2046,2018
feature_5409,0,0,0,0,838,140,512,454,1496,1082,1400,1706,502,370,556,0,0,666,0,668
feature_5410,0,0,0,0,446,0,0,128,0,1504,766,826,0,0,0,0,1892,2158,1246,1370
feature_5411,0,0,0,0,0,0,0,0,1316,1638,1684,1048,50,0,0,0,0,0,166,0
feature_5412,0,0,0,0,120,388,214,454,48498,46812,49112,51998,284,0,248,508,3718,4802,5398,7236
feature_5413,0,0,0,0,218,414,272,562,3570,4830,2608,0,0,180,0,216,7474,11942,7648,12952
feature_5414,0,0,0,0,0,0,0,0,1030,844,1090,1150,0,0,0,0,170,154,300,246
feature_5415,0,0,0,0,242,288,108,568,11548,9132,15668,16980,190,582,166,828,1274,1540,2750,3414
feature_5416,0,0,0,0,86,268,304,114,7458,6304,9630,8412,142,248,174,230,1290,1046,1248,1638
feature_5417,0,0,0,0,0,144,0,0,2454,1584,2068,1936,0,0,0,0,316,174,222,202
feature_5418,0,0,0,0,0,0,0,0,182,542,222,482,0,0,0,182,9404,7556,7452,4478
feature_5419,130,122,0,0,1030,694,638,730,632,894,426,1136,444,1722,0,1342,1968,2830,1450,2660
feature_5420,0,0,0,0,136,0,0,0,222,0,212,152,332,250,292,188,4136,1260,3182,872
feature_5421,0,74,0,70,82,192,102,104,2088,1082,2054,1710,0,216,200,258,0,390,504,660
feature_5422,336,286,268,0,818,680,578,0,8236,6558,6852,6670,0,956,0,324,2692,2150,2480,1982
feature_5423,0,0,0,0,366,210,226,132,36394,33362,53592,45990,386,298,102,690,5612,4696,8110,11038
feature_5424,0,0,0,0,148,0,0,0,2554,2906,1692,2104,0,0,0,0,2942,3474,2434,4082
feature_5425,0,0,0,0,0,0,0,0,1092,1170,864,1284,0,0,0,0,944,1292,1116,1728
feature_5426,0,0,0,0,2538,1520,1660,928,266,264,268,226,3684,8960,2974,6914,386,300,300,150
feature_5427,48,116,176,214,0,906,546,0,1728,1808,2278,2020,0,0,0,520,0,0,0,0
feature_5428,0,0,0,0,0,0,386,0,580,172,0,0,352,2978,266,2428,2450,1078,2408,1342
feature_5429,0,0,0,0,2936,1308,2330,732,0,0,0,132,4440,12282,3272,8660,428,0,0,0
feature_5430,0,0,0,0,0,0,0,0,1134,1640,1070,1154,0,0,0,0,632,1114,770,1354
feature_5431,0,0,126,0,92,152,0,0,1202,1884,1098,1552,0,0,0,146,1940,2360,1410,2534
feature_5432,0,0,0,0,180,358,460,0,0,464,334,632,842,426,760,0,1384,1298,1020,812
feature_5433,0,0,0,0,954,1046,982,532,740,620,954,468,378,770,352,666,880,566,452,496
feature_5434,0,0,0,0,874,606,476,276,314,328,394,460,0,528,208,270,416,306,508,158
feature_5435,0,0,0,0,0,1176,896,782,368,498,640,320,416,438,226,480,0,274,226,746
feature_5436,0,0,0,0,586,332,588,0,1252,1068,464,1042,1738,1278,1094,804,1580,1556,1306,1212
feature_5437,280,132,0,160,0,0,270,296,0,250,310,364,284,0,134,0,2160,1892,1892,2200
feature_5438,0,0,0,0,0,0,138,164,12348,10812,9482,7996,1268,0,220,362,6218,1964,5546,5654
feature_5439,0,0,0,0,0,146,236,104,9672,7588,6724,6194,0,0,118,210,4392,4560,3464,4772
feature_5440,0,0,0,0,0,0,0,0,3408,2468,2178,2056,0,0,0,0,1642,0,1062,1316
feature_5441,0,0,288,0,472,400,0,0,1664,1124,1494,1244,0,0,0,0,1474,926,998,852
feature_5442,0,0,0,0,0,0,0,0,1188,852,734,524,0,0,0,0,1456,1844,960,922
feature_5443,0,0,0,0,0,0,0,0,696,686,606,554,0,0,0,0,1144,1034,660,1026
feature_5444,104,0,0,0,138,304,148,0,4490,3530,3814,3390,148,430,90,266,1170,0,1016,1608
feature_5445,0,54,0,0,1180,772,1174,564,1200,1432,1324,1378,0,1422,1592,1122,8064,7880,6100,5242
feature_5446,0,0,0,0,0,216,0,0,0,0,0,0,0,392,0,0,0,0,0,0
feature_5447,0,0,0,0,526,260,0,0,1262,0,1192,1150,242,0,138,334,846,0,486,0
feature_5448,0,0,0,0,0,134,144,0,322,242,0,124,282,394,180,228,202,304,248,258
feature_5449,0,0,0,0,508,242,498,308,1106,1468,1166,1108,424,172,418,388,1616,1924,1108,1070
feature_5450,0,0,0,0,2796,1196,2408,0,7592,6030,8030,5054,0,2976,0,1434,3496,4956,2300,3012
feature_5451,0,0,0,0,0,414,0,0,0,136,0,0,0,0,0,292,0,0,0,0
feature_5452,178,92,152,208,0,296,408,138,0,790,896,678,0,466,196,0,1142,1256,1408,1174
feature_5453,0,0,0,0,0,0,0,0,1526,1186,1054,798,0,0,0,0,0,0,0,298
feature_5454,0,0,0,0,0,0,0,0,1064,1160,1148,1158,0,0,0,0,1534,2232,1318,1778
feature_5455,0,0,0,0,96,0,0,0,364,0,0,396,58,0,0,0,1838,1454,1558,924
feature_5456,0,0,0,0,0,574,0,442,410,664,66,0,0,1026,278,476,974,1480,668,616
feature_5457,0,0,0,0,0,0,84,0,0,0,184,54,0,138,100,0,0,0,0,78
feature_5458,0,0,0,68,0,226,0,172,1684,1446,1768,1914,0,170,0,236,0,214,956,0
feature_5459,0,0,0,0,0,0,0,104,678,772,570,706,0,0,262,0,1000,1254,1080,1314
feature_5460,0,0,0,0,0,0,252,0,896,1220,914,1100,126,322,0,0,22664,21292,23544,20444
feature_5461,0,0,0,0,232,294,270,0,13278,15674,12698,10738,310,482,124,0,15910,14286,11730,11090
feature_5462,0,0,0,0,308,0,220,0,356,442,320,312,0,140,64,0,3000,2492,2222,2406
feature_5463,0,0,0,0,0,0,0,0,1670,1914,1548,1068,0,0,0,0,0,350,0,182
feature_5464,152,144,208,152,0,0,0,76,8592,11248,9168,8950,0,390,232,260,1830,2376,1606,2064
feature_5465,0,0,0,0,0,0,0,0,2688,2478,2332,2464,0,0,0,0,252,0,0,204
feature_5466,0,0,0,0,0,156,0,188,3734,4798,3152,3518,0,0,0,0,572,894,732,928
feature_5467,0,0,0,0,0,0,0,0,3254,3510,2842,2226,0,0,0,0,0,322,294,0
feature_5468,274,144,124,156,570,638,530,558,1374,0,870,1004,1562,770,1076,418,0,830,982,780
feature_5469,0,0,0,0,0,260,0,280,142,0,0,0,0,1132,0,756,66,0,110,0
feature_5470,100,0,0,0,1114,584,614,320,1860,1850,868,1056,840,804,0,820,1656,2144,1084,0
feature_5471,0,0,0,0,0,78,0,190,3500,2586,2340,2380,0,0,0,0,1134,1632,880,1590
feature_5472,0,0,70,0,230,0,182,188,1542,728,1012,980,0,0,0,122,1716,0,1578,672
feature_5473,168,0,128,0,324,204,64,188,1154,0,1198,1100,520,224,262,402,1162,1126,1068,842
feature_5474,0,0,0,0,4762,2596,4110,1788,884,1066,568,582,54,706,162,430,4634,7166,4004,6862
feature_5475,0,0,0,0,1054,356,440,576,244,80,108,0,0,0,0,0,1164,1302,680,1142
