feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oudebeek_1,oudebeek_2,oudebeek_3,oudebeek_4,oudebeek_5,oudebeek_6,oudebeek_7,oudebeek_8,oudebeek_9,oudebeek_10,oudebeek_11,oudebeek_12,oudebeek_13,oudebeek_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
correlated63,99.0,41.0,88.0,21.0,96.0,83.0,35.0,46.0,53.0,65.0,85.0,28.0,40.0,79.0,91.0,46.0,51.0,65.0,34.0,31.0,71.0,34.0,42.0,29.0,83.0,50.0,44.0,20.0,39.0,87.0,54.0,78.0,38.0,26.0,82.0,60.0,86.0,71.0,58.0,70.0,25.0,30.0,43.0,99.0,64.0,87.0,75.0,85.0,90.0,68.0,64.0,59.0,63.0,71.0,24.0,47.0,81.0,39.0,87.0,30.0
correlated64,7.0,58.0,89.0,20.0,33.0,52.0,50.0,89.0,43.0,83.0,5.0,60.0,57.0,81.0,83.0,34.0,89.0,91.0,8.0,55.0,27.0,15.0,24.0,50.0,63.0,12.0,62.0,20.0,99.0,80.0,42.0,53.0,73.0,64.0,12.0,5.0,39.0,49.0,48.0,0.0,84.0,64.0,5.0,9.0,32.0,32.0,55.0,85.0,1.0,64.0,31.0,8.0,87.0,32.0,14.0,62.0,88.0,53.0,84.0,96.0
correlated65,39.0,38.0,17.0,41.0,11.0,45.0,24.0,24.0,53.0,34.0,9.0,2.0,52.0,38.0,47.0,5.0,40.0,54.0,23.0,35.0,3.0,7.0,41.0,51.0,28.0,46.0,41.0,33.0,2.0,55.0,27.0,48.0,13.0,1.0,52.0,55.0,50.0,20.0,3.0,20.0,58.0,57.0,22.0,49.0,11.0,56.0,37.0,58.0,32.0,53.0,4.0,56.0,15.0,1.0,22.0,12.0,60.0,7.0,9.0,16.0
correlated66,20.0,44.0,55.0,12.0,36.0,2.0,5.0,70.0,58.0,39.0,73.0,37.0,64.0,62.0,66.0,80.0,76.0,21.0,32.0,17.0,25.0,13.0,41.0,37.0,23.0,30.0,29.0,10.0,46.0,46.0,11.0,51.0,65.0,67.0,59.0,64.0,21.0,65.0,8.0,55.0,75.0,22.0,64.0,28.0,5.0,53.0,56.0,41.0,46.0,64.0,6.0,78.0,1.0,55.0,35.0,67.0,19.0,26.0,50.0,67.0
correlated67,64.0,38.0,94.0,72.0,79.0,2.0,62.0,15.0,51.0,39.0,55.0,36.0,87.0,8.0,73.0,15.0,66.0,42.0,27.0,59.0,24.0,50.0,33.0,19.0,81.0,24.0,26.0,12.0,3.0,56.0,46.0,24.0,62.0,61.0,6.0,72.0,97.0,96.0,38.0,44.0,38.0,79.0,85.0,68.0,31.0,52.0,98.0,73.0,64.0,12.0,93.0,52.0,33.0,3.0,62.0,70.0,16.0,59.0,65.0,82.0
correlated68,68.0,32.0,24.0,30.0,48.0,64.0,52.0,69.0,91.0,80.0,47.0,59.0,51.0,53.0,24.0,100.0,76.0,84.0,54.0,98.0,89.0,95.0,82.0,71.0,84.0,50.0,96.0,74.0,94.0,65.0,22.0,72.0,20.0,95.0,67.0,40.0,79.0,85.0,27.0,26.0,94.0,83.0,91.0,52.0,36.0,79.0,39.0,97.0,85.0,82.0,34.0,78.0,39.0,86.0,35.0,46.0,91.0,44.0,41.0,48.0
correlated69,76.0,35.0,82.0,62.0,54.0,34.0,74.0,40.0,57.0,32.0,39.0,94.0,82.0,45.0,39.0,20.0,44.0,92.0,51.0,64.0,54.0,50.0,22.0,64.0,57.0,89.0,90.0,82.0,95.0,84.0,34.0,40.0,89.0,34.0,98.0,85.0,76.0,37.0,65.0,25.0,96.0,33.0,87.0,86.0,62.0,67.0,55.0,52.0,59.0,34.0,85.0,26.0,34.0,38.0,30.0,51.0,31.0,65.0,40.0,74.0
correlated7,48.0,15.0,25.0,22.0,43.0,95.0,64.0,19.0,98.0,65.0,62.0,92.0,71.0,12.0,67.0,57.0,50.0,38.0,25.0,93.0,51.0,47.0,23.0,60.0,88.0,67.0,76.0,35.0,8.0,14.0,94.0,64.0,75.0,97.0,34.0,91.0,98.0,14.0,69.0,33.0,72.0,85.0,3.0,22.0,76.0,34.0,2.0,95.0,54.0,61.0,28.0,88.0,36.0,3.0,40.0,15.0,9.0,48.0,40.0,74.0
correlated70,26.0,60.0,96.0,69.0,47.0,91.0,79.0,1.0,40.0,76.0,54.0,19.0,45.0,35.0,57.0,19.0,41.0,36.0,52.0,68.0,84.0,36.0,69.0,74.0,49.0,57.0,11.0,9.0,8.0,57.0,98.0,42.0,17.0,80.0,19.0,81.0,23.0,57.0,73.0,89.0,95.0,91.0,43.0,80.0,28.0,50.0,58.0,15.0,97.0,14.0,45.0,60.0,41.0,60.0,89.0,51.0,72.0,63.0,17.0,62.0
correlated71,1.0,8.0,55.0,14.0,42.0,4.0,32.0,34.0,24.0,3.0,45.0,8.0,44.0,54.0,41.0,50.0,26.0,50.0,17.0,56.0,30.0,29.0,19.0,5.0,3.0,52.0,37.0,35.0,57.0,27.0,44.0,24.0,35.0,30.0,32.0,5.0,27.0,6.0,6.0,48.0,33.0,49.0,52.0,59.0,28.0,50.0,45.0,13.0,48.0,5.0,35.0,44.0,39.0,32.0,54.0,30.0,5.0,50.0,42.0,58.0
correlated72,35.0,5.0,80.0,37.0,68.0,34.0,44.0,57.0,28.0,21.0,74.0,0.0,60.0,11.0,72.0,59.0,10.0,56.0,16.0,36.0,31.0,22.0,15.0,49.0,31.0,22.0,27.0,51.0,50.0,31.0,58.0,16.0,60.0,45.0,29.0,25.0,28.0,48.0,52.0,44.0,5.0,30.0,4.0,9.0,74.0,21.0,35.0,50.0,41.0,29.0,69.0,73.0,68.0,60.0,74.0,59.0,76.0,76.0,54.0,68.0
correlated73,65.0,65.0,62.0,33.0,36.0,11.0,55.0,92.0,59.0,54.0,79.0,33.0,41.0,39.0,62.0,75.0,85.0,70.0,10.0,52.0,9.0,36.0,40.0,16.0,18.0,24.0,26.0,17.0,49.0,58.0,37.0,11.0,88.0,61.0,72.0,26.0,31.0,47.0,42.0,78.0,15.0,51.0,71.0,55.0,45.0,46.0,30.0,50.0,99.0,68.0,84.0,75.0,14.0,48.0,23.0,2.0,58.0,38.0,98.0,17.0
correlated74,64.0,29.0,15.0,80.0,61.0,52.0,90.0,29.0,90.0,32.0,53.0,54.0,41.0,10.0,39.0,10.0,54.0,29.0,54.0,94.0,66.0,8.0,37.0,43.0,15.0,26.0,67.0,98.0,95.0,79.0,20.0,21.0,48.0,87.0,57.0,29.0,80.0,52.0,22.0,76.0,78.0,47.0,21.0,32.0,82.0,78.0,74.0,97.0,72.0,1.0,45.0,35.0,40.0,76.0,57.0,50.0,22.0,60.0,64.0,38.0
correlated75,75.0,16.0,53.0,27.0,36.0,65.0,46.0,45.0,6.0,77.0,45.0,78.0,34.0,29.0,64.0,20.0,53.0,29.0,2.0,60.0,4.0,31.0,43.0,98.0,7.0,80.0,37.0,96.0,69.0,99.0,3.0,9.0,50.0,47.0,48.0,52.0,62.0,71.0,53.0,76.0,23.0,67.0,29.0,91.0,66.0,13.0,42.0,30.0,23.0,96.0,22.0,98.0,9.0,56.0,90.0,17.0,52.0,84.0,30.0,74.0
correlated76,32.0,14.0,52.0,27.0,70.0,46.0,46.0,51.0,81.0,86.0,63.0,92.0,12.0,31.0,44.0,78.0,69.0,24.0,9.0,51.0,63.0,98.0,25.0,75.0,21.0,78.0,97.0,57.0,11.0,2.0,4.0,16.0,2.0,92.0,83.0,60.0,43.0,91.0,6.0,49.0,33.0,42.0,45.0,61.0,93.0,60.0,66.0,67.0,72.0,80.0,64.0,71.0,86.0,12.0,37.0,61.0,49.0,62.0,76.0,99.0
correlated77,36.0,59.0,1.0,20.0,23.0,58.0,95.0,21.0,11.0,52.0,43.0,47.0,60.0,36.0,97.0,27.0,41.0,6.0,66.0,22.0,98.0,51.0,51.0,31.0,59.0,56.0,89.0,41.0,75.0,53.0,24.0,62.0,35.0,32.0,64.0,71.0,51.0,38.0,49.0,6.0,65.0,17.0,32.0,56.0,70.0,55.0,1.0,72.0,85.0,5.0,41.0,2.0,84.0,82.0,58.0,16.0,34.0,61.0,25.0,9.0
correlated78,74.0,88.0,41.0,2.0,40.0,55.0,84.0,42.0,90.0,55.0,83.0,43.0,96.0,31.0,0.0,18.0,23.0,20.0,20.0,40.0,54.0,22.0,79.0,75.0,82.0,23.0,44.0,69.0,0.0,69.0,18.0,57.0,34.0,41.0,22.0,15.0,60.0,54.0,84.0,86.0,37.0,26.0,26.0,42.0,14.0,77.0,91.0,16.0,4.0,68.0,10.0,72.0,63.0,32.0,18.0,35.0,39.0,80.0,60.0,78.0
correlated79,77.0,45.0,100.0,4.0,6.0,99.0,81.0,58.0,77.0,24.0,94.0,82.0,58.0,6.0,29.0,74.0,64.0,100.0,95.0,33.0,38.0,14.0,62.0,74.0,79.0,43.0,38.0,44.0,29.0,25.0,59.0,8.0,82.0,6.0,80.0,1.0,95.0,32.0,40.0,77.0,68.0,58.0,8.0,30.0,64.0,55.0,89.0,64.0,79.0,68.0,60.0,45.0,16.0,78.0,34.0,14.0,1.0,74.0,11.0,95.0
correlated8,1.0,31.0,63.0,99.0,11.0,59.0,42.0,55.0,96.0,29.0,53.0,63.0,22.0,56.0,48.0,61.0,79.0,66.0,53.0,23.0,32.0,91.0,90.0,27.0,70.0,56.0,69.0,38.0,89.0,80.0,22.0,79.0,13.0,49.0,53.0,73.0,58.0,67.0,99.0,60.0,22.0,56.0,27.0,43.0,81.0,52.0,93.0,32.0,29.0,73.0,99.0,32.0,68.0,69.0,35.0,81.0,77.0,71.0,60.0,59.0
correlated80,97.0,29.0,81.0,42.0,49.0,3.0,58.0,51.0,36.0,66.0,31.0,71.0,23.0,11.0,56.0,69.0,69.0,51.0,34.0,10.0,28.0,33.0,100.0,55.0,53.0,54.0,22.0,57.0,14.0,27.0,24.0,39.0,37.0,10.0,66.0,62.0,30.0,56.0,72.0,25.0,64.0,88.0,78.0,57.0,96.0,74.0,35.0,26.0,55.0,33.0,37.0,69.0,56.0,33.0,16.0,58.0,51.0,20.0,86.0,34.0
correlated81,38.0,73.0,97.0,50.0,2.0,63.0,99.0,13.0,60.0,20.0,75.0,45.0,71.0,6.0,57.0,43.0,68.0,26.0,98.0,25.0,42.0,49.0,77.0,29.0,65.0,33.0,67.0,47.0,54.0,40.0,69.0,24.0,61.0,72.0,5.0,77.0,66.0,48.0,35.0,92.0,34.0,66.0,44.0,31.0,27.0,50.0,57.0,0.0,72.0,75.0,58.0,73.0,34.0,70.0,45.0,13.0,21.0,61.0,59.0,73.0
correlated82,86.0,34.0,34.0,62.0,1.0,48.0,10.0,45.0,43.0,7.0,1.0,41.0,86.0,29.0,25.0,97.0,54.0,8.0,34.0,99.0,50.0,61.0,20.0,17.0,26.0,51.0,99.0,41.0,52.0,90.0,82.0,69.0,4.0,33.0,10.0,63.0,87.0,79.0,12.0,28.0,80.0,79.0,58.0,54.0,28.0,65.0,69.0,79.0,53.0,18.0,68.0,42.0,33.0,56.0,57.0,45.0,73.0,25.0,52.0,2.0
correlated83,49.0,27.0,59.0,4.0,87.0,48.0,50.0,33.0,5.0,52.0,80.0,31.0,2.0,88.0,69.0,19.0,77.0,79.0,37.0,63.0,100.0,93.0,83.0,7.0,87.0,58.0,49.0,54.0,80.0,2.0,5.0,22.0,58.0,57.0,79.0,4.0,58.0,47.0,97.0,52.0,49.0,14.0,59.0,26.0,35.0,0.0,99.0,38.0,99.0,70.0,93.0,34.0,56.0,40.0,12.0,19.0,39.0,72.0,67.0,97.0
correlated84,62.0,30.0,36.0,30.0,8.0,28.0,51.0,85.0,41.0,73.0,52.0,50.0,16.0,69.0,40.0,95.0,33.0,85.0,65.0,64.0,18.0,90.0,88.0,73.0,80.0,77.0,71.0,77.0,37.0,22.0,61.0,19.0,85.0,25.0,38.0,69.0,47.0,67.0,96.0,30.0,45.0,89.0,67.0,73.0,76.0,39.0,30.0,33.0,36.0,71.0,9.0,87.0,58.0,55.0,41.0,25.0,68.0,25.0,35.0,61.0
correlated85,6.0,24.0,23.0,29.0,35.0,70.0,26.0,48.0,91.0,43.0,59.0,55.0,38.0,67.0,16.0,6.0,51.0,21.0,95.0,80.0,78.0,48.0,58.0,98.0,12.0,90.0,95.0,93.0,27.0,32.0,26.0,86.0,66.0,78.0,79.0,9.0,50.0,96.0,70.0,88.0,73.0,70.0,87.0,40.0,22.0,1.0,70.0,24.0,39.0,49.0,6.0,72.0,37.0,48.0,48.0,68.0,22.0,31.0,90.0,13.0
correlated86,18.0,12.0,39.0,80.0,52.0,94.0,63.0,69.0,54.0,85.0,43.0,41.0,43.0,27.0,71.0,23.0,33.0,43.0,28.0,76.0,71.0,66.0,49.0,49.0,25.0,26.0,77.0,19.0,96.0,73.0,31.0,53.0,28.0,32.0,57.0,38.0,48.0,71.0,90.0,56.0,41.0,50.0,80.0,3.0,30.0,36.0,47.0,42.0,40.0,39.0,58.0,66.0,19.0,76.0,60.0,93.0,11.0,66.0,27.0,12.0
correlated87,75.0,38.0,39.0,49.0,78.0,87.0,90.0,33.0,27.0,50.0,96.0,65.0,45.0,20.0,36.0,41.0,2.0,95.0,37.0,86.0,16.0,74.0,0.0,77.0,73.0,17.0,21.0,9.0,36.0,36.0,66.0,86.0,37.0,57.0,64.0,33.0,92.0,18.0,52.0,40.0,96.0,24.0,66.0,96.0,64.0,100.0,68.0,25.0,41.0,73.0,65.0,83.0,11.0,75.0,51.0,22.0,69.0,71.0,77.0,43.0
correlated88,61.0,47.0,9.0,43.0,34.0,51.0,88.0,74.0,96.0,29.0,78.0,62.0,92.0,49.0,60.0,47.0,30.0,13.0,11.0,3.0,69.0,60.0,79.0,58.0,85.0,85.0,15.0,85.0,71.0,88.0,78.0,67.0,22.0,68.0,55.0,94.0,41.0,81.0,5.0,23.0,2.0,57.0,82.0,98.0,11.0,95.0,90.0,84.0,53.0,42.0,33.0,11.0,7.0,6.0,30.0,20.0,3.0,19.0,28.0,78.0
correlated89,46.0,9.0,54.0,44.0,63.0,53.0,69.0,40.0,42.0,47.0,29.0,10.0,84.0,90.0,54.0,43.0,63.0,44.0,7.0,2.0,55.0,25.0,62.0,46.0,52.0,14.0,79.0,10.0,39.0,19.0,72.0,53.0,70.0,13.0,46.0,51.0,77.0,1.0,37.0,47.0,87.0,45.0,2.0,84.0,40.0,14.0,36.0,63.0,44.0,3.0,7.0,4.0,70.0,49.0,71.0,31.0,56.0,96.0,26.0,72.0
correlated9,33.0,18.0,69.0,55.0,26.0,66.0,84.0,27.0,57.0,1.0,13.0,62.0,88.0,50.0,71.0,83.0,5.0,68.0,75.0,38.0,51.0,28.0,29.0,60.0,59.0,71.0,13.0,32.0,9.0,71.0,72.0,24.0,19.0,81.0,4.0,19.0,47.0,50.0,80.0,73.0,66.0,83.0,30.0,20.0,40.0,12.0,74.0,94.0,97.0,39.0,34.0,99.0,45.0,69.0,17.0,37.0,23.0,49.0,63.0,36.0
correlated90,66.0,28.0,72.0,39.0,22.0,37.0,92.0,75.0,48.0,18.0,46.0,75.0,48.0,39.0,55.0,91.0,22.0,69.0,38.0,51.0,81.0,25.0,88.0,78.0,66.0,26.0,26.0,95.0,62.0,87.0,36.0,49.0,25.0,67.0,1.0,27.0,31.0,29.0,38.0,14.0,86.0,34.0,55.0,6.0,28.0,77.0,25.0,23.0,43.0,94.0,41.0,32.0,78.0,90.0,54.0,46.0,46.0,6.0,92.0,27.0
correlated91,50.0,88.0,14.0,87.0,79.0,6.0,52.0,16.0,69.0,53.0,61.0,38.0,48.0,58.0,69.0,91.0,84.0,97.0,22.0,75.0,71.0,84.0,21.0,75.0,77.0,81.0,41.0,90.0,93.0,30.0,98.0,10.0,77.0,73.0,88.0,44.0,85.0,94.0,70.0,28.0,28.0,86.0,84.0,63.0,91.0,14.0,26.0,48.0,98.0,63.0,100.0,17.0,14.0,1.0,72.0,44.0,46.0,31.0,100.0,25.0
correlated92,53.0,83.0,40.0,23.0,96.0,88.0,63.0,48.0,96.0,61.0,51.0,96.0,59.0,51.0,61.0,64.0,24.0,53.0,28.0,25.0,95.0,100.0,45.0,63.0,51.0,57.0,32.0,31.0,71.0,21.0,94.0,38.0,55.0,25.0,27.0,94.0,25.0,48.0,29.0,93.0,82.0,27.0,66.0,56.0,72.0,96.0,38.0,84.0,66.0,45.0,43.0,87.0,75.0,23.0,81.0,72.0,20.0,27.0,43.0,63.0
correlated93,33.0,31.0,21.0,58.0,100.0,88.0,26.0,26.0,95.0,60.0,40.0,61.0,95.0,34.0,36.0,62.0,87.0,84.0,37.0,94.0,98.0,81.0,78.0,99.0,92.0,61.0,68.0,39.0,38.0,20.0,79.0,40.0,86.0,61.0,21.0,59.0,37.0,91.0,66.0,24.0,92.0,92.0,91.0,87.0,55.0,26.0,48.0,70.0,80.0,30.0,29.0,79.0,31.0,74.0,28.0,76.0,65.0,76.0,27.0,76.0
correlated94,88.0,27.0,86.0,40.0,10.0,11.0,78.0,41.0,96.0,94.0,5.0,62.0,29.0,38.0,49.0,97.0,28.0,26.0,32.0,86.0,26.0,13.0,18.0,36.0,76.0,74.0,9.0,63.0,2.0,75.0,89.0,51.0,57.0,90.0,27.0,47.0,9.0,16.0,37.0,25.0,9.0,31.0,81.0,50.0,8.0,75.0,87.0,29.0,30.0,2.0,81.0,69.0,74.0,52.0,66.0,5.0,24.0,41.0,59.0,35.0
correlated95,45.0,47.0,24.0,6.0,46.0,53.0,8.0,56.0,58.0,3.0,25.0,25.0,34.0,53.0,29.0,52.0,13.0,39.0,19.0,7.0,28.0,16.0,0.0,21.0,12.0,54.0,51.0,36.0,3.0,22.0,11.0,36.0,58.0,6.0,52.0,7.0,3.0,3.0,46.0,8.0,14.0,23.0,49.0,15.0,9.0,52.0,16.0,37.0,30.0,31.0,31.0,8.0,36.0,54.0,59.0,48.0,0.0,11.0,19.0,19.0
correlated96,1.0,40.0,20.0,55.0,70.0,79.0,50.0,80.0,42.0,16.0,65.0,25.0,6.0,53.0,22.0,77.0,18.0,61.0,18.0,0.0,20.0,68.0,36.0,2.0,12.0,20.0,67.0,79.0,66.0,32.0,36.0,64.0,70.0,59.0,61.0,62.0,71.0,62.0,65.0,0.0,69.0,6.0,35.0,60.0,57.0,39.0,41.0,14.0,47.0,65.0,6.0,17.0,80.0,15.0,50.0,14.0,57.0,17.0,27.0,61.0
correlated97,99.0,10.0,97.0,14.0,43.0,19.0,63.0,60.0,25.0,50.0,82.0,8.0,44.0,75.0,46.0,82.0,100.0,44.0,56.0,96.0,84.0,62.0,82.0,41.0,30.0,2.0,18.0,67.0,53.0,82.0,54.0,31.0,96.0,79.0,67.0,4.0,62.0,85.0,8.0,78.0,55.0,84.0,43.0,58.0,9.0,56.0,67.0,63.0,5.0,18.0,53.0,100.0,16.0,38.0,98.0,49.0,98.0,89.0,3.0,4.0
correlated98,89.0,26.0,74.0,57.0,71.0,95.0,56.0,93.0,92.0,28.0,88.0,58.0,77.0,75.0,34.0,54.0,28.0,35.0,56.0,37.0,100.0,70.0,48.0,42.0,37.0,20.0,21.0,43.0,94.0,20.0,91.0,61.0,95.0,72.0,97.0,23.0,56.0,98.0,81.0,77.0,48.0,22.0,62.0,85.0,54.0,88.0,59.0,87.0,55.0,62.0,43.0,32.0,37.0,89.0,52.0,54.0,33.0,98.0,72.0,45.0
correlated99,52.0,97.0,42.0,61.0,67.0,72.0,73.0,44.0,79.0,24.0,85.0,22.0,75.0,95.0,67.0,27.0,25.0,95.0,49.0,34.0,57.0,26.0,30.0,86.0,60.0,38.0,89.0,99.0,88.0,41.0,35.0,63.0,80.0,49.0,25.0,80.0,93.0,28.0,46.0,30.0,96.0,37.0,21.0,65.0,57.0,23.0,100.0,41.0,99.0,78.0,34.0,28.0,80.0,43.0,32.0,86.0,63.0,93.0,73.0,91.0
egv,583.0,745.0,896.0,680.0,835.0,878.0,764.0,674.0,650.0,662.0,632.0,522.0,653.0,651.0,702.0,198.0,194.0,202.0,209.0,193.0,200.0,190.0,188.0,202.0,168.0,184.0,178.0,203.0,195.0,403.0,326.0,322.0,438.0,306.0,344.0,377.0,392.0,353.0,317.0,342.0,226.0,319.0,350.0,344.0,313.0,438.0,566.0,568.0,572.0,582.0,689.0,575.0,654.0,437.0,602.0,506.0,472.0,446.0,529.0,735.0
hard,3.08,3.04,3.06,3.34,2.19,2.95,2.67,2.82,3.12,3.3,2.95,3.1,3.1,2.89,3.07,0.59,0.59,0.6,0.55,0.55,0.55,0.58,0.65,0.62,0.56,0.62,0.55,0.61,0.62,1.02,1.06,1.05,0.96,0.97,1.03,1.02,0.96,0.96,1.19,1.11,0.94,1.06,1.09,1.11,0.9,2.43,2.52,2.6,2.66,2.31,2.31,2.43,2.34,2.37,2.77,2.33,2.42,2.14,2.52,2.66
hco,100.0,104.0,98.0,129.0,65.0,106.0,83.0,94.0,102.0,121.0,100.0,87.0,96.0,102.0,98.0,29.0,28.0,28.0,23.0,26.0,26.0,27.0,34.0,27.0,26.0,27.0,24.0,28.0,27.0,29.0,31.0,32.0,31.0,29.0,31.0,31.0,31.0,31.0,38.0,35.0,26.0,29.0,29.0,30.0,27.0,128.0,122.0,130.0,148.0,89.0,131.0,110.0,122.0,114.0,152.0,97.0,99.0,104.0,115.0,122.0
k,1.64,1.52,1.48,1.48,1.12,1.22,1.16,1.11,1.61,1.76,1.99,1.67,1.53,1.36,1.45,2.59,2.55,2.58,2.6,2.66,2.44,3.31,2.82,2.69,2.36,2.92,2.24,2.61,2.56,1.57,1.57,1.38,1.54,1.61,1.53,1.58,1.43,1.44,1.67,1.6,1.59,1.53,1.5,1.83,1.08,1.74,1.54,1.25,1.72,1.51,1.48,1.94,1.37,2.33,1.82,1.74,1.58,0.88,1.29,1.18
mg,13.0,12.6,13.1,13.3,2.86,12.3,11.9,11.6,12.8,13.4,11.7,13.8,13.4,11.2,12.5,2.88,2.94,2.98,2.84,2.76,2.77,2.98,3.02,3.04,2.69,3.14,2.67,3.03,3.1,5.02,5.2,5.18,4.77,4.9,4.99,5.02,4.81,4.86,5.48,5.31,4.62,5.18,5.28,5.49,3.6,11.0,12.0,12.8,12.3,13.2,11.5,12.4,12.1,12.4,12.7,10.9,12.7,8.82,12.5,13.2
na,13.3,13.3,13.6,13.9,10.1,12.7,12.3,11.7,13.2,14.4,12.9,15.0,14.5,12.1,13.7,9.7,19.7,9.7,9.4,19.2,9.2,9.5,9.6,9.7,8.1,10.1,8.5,9.7,10.0,17.3,18.3,17.3,17.7,17.3,16.7,17.2,16.6,17.3,17.9,17.7,15.8,17.3,17.6,17.7,11.3,11.9,13.0,13.0,12.7,13.1,11.5,12.2,11.7,12.9,12.9,11.5,13.0,9.0,12.7,13.3
nh4,0.034,0.044,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.031,0.0,0.0,0.03,0.0,0.061,0.0,0.0,0.04,0.058,0.036,0.067,0.071,0.04,0.038,0.04,0.111,0.053,0.0,0.042,0.03,0.064,0.0,0.0,0.103,0.063,0.046,0.0,0.0,0.0,0.031,0.073,0.033,0.0,0.0,0.035
no2,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.019,0.011,0.016,0.024,0.034,0.0,0.036,0.041,0.024,0.024,0.052,0.014,0.0,0.012,0.013,0.011,0.004,0.015,0.014,0.041,0.029,0.04,0.02,0.007,0.045,0.036,0.021,0.015,0.005,0.0,0.0016
no3,17.7,18.6,17.0,18.0,19.8,17.5,18.4,16.3,17.8,20.3,16.6,19.3,19.1,16.0,19.7,17.6,5.9,6.0,6.1,6.1,6.3,6.6,6.4,6.9,5.3,6.52,6.39,6.46,6.29,0.0,11.2,11.1,8.9,10.7,12.1,11.6,10.6,10.7,12.4,11.5,10.1,11.7,13.6,12.4,7.34,15.5,17.6,17.6,15.9,18.2,15.4,18.5,19.5,16.9,17.1,17.6,19.8,13.2,20.1,22.0
ph,7.13,7.14,7.19,7.21,7.29,7.4,7.44,7.0,7.05,7.09,7.06,7.13,7.02,7.21,7.03,6.81,6.98,6.92,7.28,7.27,7.18,7.09,7.07,6.99,7.08,7.04,6.95,6.92,6.92,6.73,6.89,7.5,6.86,6.95,6.96,6.96,6.98,6.81,6.82,6.79,7.05,6.69,6.68,6.9,7.38,7.2,7.37,7.49,7.38,7.47,7.41,7.46,6.96,7.12,7.12,7.16,7.19,7.25,7.22,7.3
po4_ort,0.028,0.032,0.024,0.028,0.012,0.027,0.021,0.023,0.022,0.031,0.083,0.026,0.027,0.032,0.043,0.006,0.0,0.006,0.0,0.0,0.007,0.023,0.009,0.007,0.006,0.017,0.006,0.0,0.0,0.011,0.0,0.008,0.009,0.0,0.0,0.006,0.009,0.007,0.018,0.009,0.006,0.006,0.0,0.0,0.0,0.013,0.0,0.006,0.008,0.006,0.011,0.011,0.007,0.012,0.014,0.011,0.006,0.0,0.0,0.0
po4_tot,0.031,0.038,0.025,0.032,0.061,0.061,0.064,0.059,0.027,0.054,0.064,0.0,0.0,0.022,0.0,0.0,1.84,0.0,0.054,0.022,0.026,0.075,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.025,0.0,0.023,0.039,0.027,0.0,0.0,0.0,0.0,0.09,0.0,0.025,0.0,0.0,0.0,0.048,0.058,0.039,0.039,0.085,0.069,0.0,0.0,0.0,0.0,0.0
random1,0.285591269,0.019972892,0.143439744,0.363833086,0.325011899,0.663930844,0.081965554,0.310808169,0.654802062,0.035327418,0.522450617,0.721290241,0.554243165,0.374508658,0.164869338,0.992600641,0.491490578,0.233312453,0.552945982,0.98553086,0.553403962,0.680202224,0.664567905,0.056286882,0.665781155,0.335354026,0.608115912,0.473197858,0.146784026,0.454859021,0.552009271,0.935960536,0.158305679,0.93816271,0.698784016,0.992731517,0.98436029,0.031115292,0.964144167,0.813705538,0.836986919,0.991519179,0.711507145,0.843575998,0.55209972,0.494739763,0.213493456,0.849848108,0.459211496,0.962259383,0.221740358,0.224158647,0.301161488,0.181490556,0.16195333,0.829891925,0.265830549,0.629806855,0.948173397,0.511208868
