feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random367,10.0,7.0,1.0,3.0,6.0,8.0,9.0,3.0,0.0,5.0,2.0,5.0,7.0,4.0,7.0,4.0,3.0,7.0,3.0,9.0,7.0,2.0,5.0,9.0,0.0,6.0,1.0,3.0,0.0,9.0,4.0,5.0,5.0,10.0,4.0,6.0,0.0,1.0,9.0,0.0,3.0,0.0,10.0,7.0,9.0,1.0,5.0,3.0,6.0,5.0,3.0,4.0,9.0,5.0,6.0,8.0,9.0,7.0,8.0,0.0
random368,0.099983158,0.677728446,0.255887888,0.030093115,0.847869754,0.809193958,0.527607305,0.182747145,0.112605625,0.290616765,0.701903537,0.385673514,0.564938676,0.62298989,0.053406729,0.080337686,0.897904193,0.937009939,0.238316141,0.134753728,0.471537729,0.012929835,0.70516566,0.414559277,0.844605437,0.601284337,0.849579606,0.147360271,0.538054552,0.686259835,0.42538272,0.98859109,0.890202417,0.988368625,0.176349847,0.804432737,0.292103317,0.998213661,0.244281199,0.104160632,0.621853087,0.738013685,0.648945892,0.86625955,0.762009509,0.471271641,0.802294786,0.797758199,0.369201112,0.588839398,0.952654477,0.336478122,0.691684734,0.021630974,0.002366491,0.856437843,0.96015288,0.510082979,0.518053229,0.348862772
random369,0.063017915,0.276935749,0.060943025,0.425636674,0.572234187,0.01851812,0.591209224,0.541686554,0.92133137,0.018377741,0.298610162,0.401335577,0.833381814,0.571439531,0.833066593,0.194826543,0.735518325,0.055628903,0.67767339,0.116288102,0.320609942,0.59148808,0.526849438,0.121285909,0.722856968,0.783111552,0.95865393,0.326420476,0.999253547,0.571798471,0.562533399,0.734284393,0.605557151,0.614453483,0.498029603,0.320998638,0.966864873,0.382885089,0.573389464,0.01235232,0.499865103,0.040867192,0.099923368,0.822037857,0.421193032,0.650567069,0.046113442,0.974422447,0.3404987,0.661373047,0.869754932,0.106729515,0.772174076,0.301064742,0.359779444,0.141676468,0.617446621,0.872092388,0.323485457,0.987257121
random37,0.775374288,0.980248893,0.393336582,0.139497399,0.692619833,0.167302572,0.113870815,0.618690407,0.888000621,0.633640744,0.917274718,0.864602068,0.272954051,0.599847361,0.057856886,0.989309767,0.995431457,0.558548217,0.911844413,0.023496641,0.24682166,0.209291346,0.199826945,0.788941814,0.517450672,0.497472978,0.50497313,0.741045641,0.81587113,0.371990003,0.371599814,0.519807928,0.287327115,0.559968794,0.425166811,0.589917666,0.562157638,0.716444822,0.50652555,0.75763777,0.647417855,0.866440914,0.092765908,0.117396933,0.767491534,0.332727659,0.343357215,0.738745224,0.900371706,0.361775434,0.613028121,0.864373631,0.157293974,0.747234789,0.968852372,0.241137115,0.011186565,0.374189501,0.759521755,0.72100265
random370,89.0,64.0,62.0,29.0,27.0,93.0,79.0,43.0,99.0,94.0,22.0,93.0,21.0,76.0,89.0,45.0,10.0,32.0,69.0,58.0,5.0,63.0,22.0,55.0,18.0,54.0,46.0,48.0,33.0,3.0,39.0,91.0,85.0,68.0,9.0,61.0,83.0,53.0,54.0,80.0,37.0,47.0,56.0,72.0,67.0,77.0,63.0,54.0,71.0,67.0,21.0,74.0,50.0,74.0,54.0,68.0,95.0,13.0,48.0,46.0
random371,7.0,9.0,3.0,0.0,2.0,2.0,2.0,9.0,4.0,5.0,0.0,3.0,10.0,9.0,10.0,5.0,4.0,5.0,0.0,5.0,5.0,5.0,1.0,1.0,9.0,10.0,10.0,10.0,3.0,1.0,0.0,9.0,3.0,0.0,5.0,5.0,3.0,9.0,9.0,9.0,6.0,4.0,0.0,6.0,10.0,7.0,5.0,5.0,10.0,7.0,2.0,4.0,5.0,9.0,2.0,4.0,10.0,6.0,3.0,4.0
random372,0.203695766,0.649642499,0.133678401,0.510906852,0.364624688,0.983956415,0.51344314,0.754536058,0.505794771,0.445812958,0.306560034,0.630088394,0.691658829,0.184779045,0.151097586,0.530926338,0.273969125,0.072525188,0.487060793,0.789768924,0.875683049,0.053881984,0.231046675,0.96410703,0.198582288,0.341841538,0.627261848,0.41190926,0.649975533,0.164016536,0.481539749,0.405398024,0.25699516,0.667829455,0.262669291,0.675362226,0.109929794,0.722472427,0.637206087,0.457598085,0.435649128,0.23343403,0.013864263,0.902637413,0.51272121,0.078424437,0.307529223,0.358669595,0.023695228,0.82716411,0.662685947,0.768655436,0.311582964,0.628110354,0.275931482,0.436388256,0.855314777,0.690607768,0.498306547,0.31324019
random373,0.801120908,0.496768294,0.983518232,0.731220507,0.683364124,0.773734765,0.925283194,0.095493049,0.488481951,0.291030312,0.561801836,0.60804224,0.654890554,0.915145106,0.282237078,0.616670566,0.595315049,0.120855455,0.278122202,0.087186431,0.550255217,0.229612271,0.408707648,0.314409123,0.591464497,0.797214188,0.033980613,0.938412705,0.008820266,0.788221929,0.732489929,0.087840606,0.181841767,0.533762331,0.103008268,0.185362489,0.606222196,0.355358931,0.492469082,0.678724912,0.872902812,0.078407541,0.74733127,0.914081459,0.151228982,0.007762973,0.422345959,0.950149088,0.843392291,0.690868328,0.328509554,0.371373777,0.778381521,0.267714495,0.031030325,0.034425713,0.377907927,0.945132144,0.959199034,0.066289248
random374,77.0,80.0,6.0,6.0,60.0,23.0,17.0,25.0,25.0,56.0,27.0,94.0,53.0,96.0,95.0,3.0,36.0,5.0,75.0,74.0,25.0,15.0,92.0,70.0,90.0,96.0,1.0,35.0,27.0,18.0,10.0,73.0,94.0,96.0,0.0,7.0,66.0,77.0,16.0,1.0,78.0,97.0,29.0,75.0,24.0,18.0,87.0,33.0,90.0,34.0,88.0,28.0,91.0,78.0,98.0,23.0,2.0,57.0,28.0,9.0
random375,6.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,10.0,8.0,1.0,0.0,7.0,1.0,10.0,3.0,8.0,0.0,4.0,5.0,2.0,7.0,0.0,0.0,5.0,4.0,3.0,7.0,7.0,3.0,7.0,2.0,6.0,6.0,5.0,9.0,2.0,6.0,5.0,5.0,4.0,8.0,10.0,2.0,1.0,4.0,9.0,7.0,10.0,1.0,5.0,5.0,10.0,5.0,2.0,2.0,5.0,7.0,7.0,5.0
random376,0.125365989,0.72544359,0.725671696,0.043711321,0.46425518,0.277781179,0.508657306,0.335268568,0.592827997,0.044739704,0.837554659,0.258500303,0.334450673,0.239826318,0.311389337,0.207210223,0.384879581,0.785685999,0.436643899,0.055070852,0.987247398,0.140517485,0.645588934,0.189284117,0.526867869,0.235304395,0.263905499,0.361702238,0.127097217,0.74239931,0.994494166,0.249072364,0.308101585,0.669904842,0.073138051,0.117289189,0.62944688,0.896082067,0.661091709,0.298583461,0.534556249,0.658924055,0.357090957,0.480699812,0.366767202,0.265208897,0.183144484,0.056801122,0.583432295,0.013340543,0.588344139,0.136953862,0.818292968,0.053563089,0.167875953,0.859315374,0.106300163,0.875434484,0.087645043,0.461156476
random377,0.876383892,0.413580514,0.286655115,0.408556309,0.89544083,0.092904477,0.66664581,0.587258784,0.37736079,0.392911644,0.485087618,0.289645627,0.972682075,0.585562564,0.585633778,0.317603766,0.437946418,0.758994032,0.567118543,0.318009514,0.658133659,0.620493322,0.709678562,0.445898396,0.912388474,0.290456281,0.578243602,0.430430298,0.259924342,0.308903087,0.567947898,0.795795459,0.172681764,0.344511666,0.264056777,0.083505476,0.666367079,0.473816348,0.343335601,0.952418563,0.860157753,0.188880991,0.698300544,0.232905764,0.600708459,0.635488536,0.759322738,0.179287775,0.835253641,0.469785708,0.545464379,0.071901213,0.844872044,0.144075268,0.895513634,0.066346487,0.044080134,0.325758839,0.593940791,0.765494366
random378,83.0,5.0,30.0,24.0,18.0,85.0,2.0,22.0,0.0,10.0,10.0,5.0,80.0,94.0,41.0,72.0,87.0,38.0,52.0,17.0,94.0,34.0,99.0,57.0,53.0,19.0,8.0,96.0,28.0,69.0,62.0,55.0,21.0,8.0,91.0,53.0,17.0,15.0,7.0,67.0,72.0,73.0,20.0,84.0,9.0,31.0,68.0,55.0,63.0,54.0,65.0,88.0,44.0,61.0,99.0,45.0,88.0,58.0,41.0,45.0
random379,1.0,10.0,4.0,2.0,0.0,6.0,7.0,3.0,0.0,2.0,0.0,1.0,4.0,10.0,1.0,4.0,5.0,0.0,4.0,6.0,2.0,10.0,9.0,1.0,7.0,1.0,0.0,7.0,10.0,2.0,5.0,1.0,3.0,8.0,7.0,9.0,4.0,7.0,2.0,8.0,6.0,9.0,9.0,2.0,2.0,8.0,8.0,9.0,5.0,1.0,8.0,7.0,2.0,9.0,10.0,4.0,1.0,9.0,2.0,0.0
random38,30.0,23.0,68.0,50.0,12.0,41.0,34.0,13.0,39.0,28.0,89.0,82.0,4.0,94.0,9.0,71.0,75.0,13.0,97.0,59.0,15.0,64.0,79.0,34.0,22.0,83.0,91.0,5.0,67.0,61.0,49.0,39.0,14.0,44.0,57.0,5.0,30.0,10.0,39.0,8.0,18.0,86.0,98.0,87.0,43.0,88.0,36.0,87.0,93.0,43.0,79.0,74.0,55.0,53.0,88.0,2.0,43.0,83.0,88.0,36.0
random380,0.915172581,0.368365831,0.411208134,0.031081153,0.048286362,0.602686252,0.118005694,0.621523932,0.084192155,0.344474968,0.218500955,0.482669784,0.071313992,0.738284916,0.949683171,0.755218144,0.555060965,0.001896883,0.421134001,0.140376226,0.033811072,0.836258994,0.906645205,0.601825456,0.097331232,0.595920037,0.577382517,0.149116246,0.923415122,0.765501513,0.64133732,0.992995829,0.074991296,0.818799732,0.585409117,0.16869649,0.013791922,0.263584955,0.215349348,0.235203827,0.649212974,0.804654359,0.925479439,0.31516984,0.466986908,0.633568557,0.137896499,0.338362168,0.271436614,0.137680199,0.621437304,0.306305014,0.79791836,0.130120368,0.717473639,0.297445497,0.007413507,0.482438957,0.917799711,0.703452288
random381,0.050429004,0.188031462,0.251693753,0.777534518,0.625022753,0.98406368,0.437144323,0.659339019,0.211389597,0.689786084,0.996169175,0.609111467,0.1907177,0.492945312,0.525887871,0.628226383,0.053396093,0.761221324,0.913963828,0.703823826,0.135653252,0.605182238,0.19932305,0.631800216,0.43086713,0.94934443,0.027111169,0.333260539,0.310281313,0.204447979,0.029568045,0.595597842,0.581593746,0.329619491,0.289808356,0.084486919,0.939731351,0.071683165,0.801570265,0.9751846,0.023544413,0.705211923,0.757733043,0.832055755,0.220188409,0.738506089,0.278511894,0.848440715,0.107431982,0.106468555,0.877693397,0.749359458,0.457871653,0.50996229,0.591012983,0.002204973,0.868081375,0.804662227,0.570581066,0.17239747
random382,74.0,44.0,50.0,5.0,44.0,23.0,60.0,14.0,18.0,40.0,36.0,82.0,87.0,76.0,6.0,51.0,34.0,66.0,25.0,8.0,49.0,92.0,40.0,34.0,47.0,57.0,59.0,62.0,25.0,55.0,68.0,5.0,14.0,62.0,92.0,66.0,17.0,94.0,82.0,60.0,10.0,42.0,27.0,14.0,64.0,34.0,98.0,53.0,29.0,97.0,15.0,67.0,59.0,9.0,22.0,91.0,65.0,47.0,51.0,37.0
random383,0.0,5.0,1.0,2.0,3.0,9.0,4.0,0.0,9.0,6.0,4.0,5.0,1.0,8.0,6.0,9.0,5.0,10.0,4.0,9.0,5.0,3.0,10.0,8.0,0.0,8.0,7.0,3.0,2.0,8.0,0.0,2.0,10.0,8.0,0.0,10.0,5.0,9.0,0.0,4.0,3.0,9.0,9.0,7.0,9.0,7.0,6.0,9.0,1.0,2.0,4.0,10.0,10.0,3.0,8.0,0.0,3.0,2.0,4.0,10.0
random384,0.375550021,0.883070344,0.910473227,0.340827454,0.204454583,0.180979109,0.140957705,0.066642751,0.231044561,0.256451882,0.497521684,0.229629576,0.640592211,0.77575921,0.667948438,0.381057425,0.836977389,0.707444068,0.716514851,0.768657257,0.716281019,0.521941378,0.428763676,0.449950979,0.585779459,0.221388823,0.608831433,0.243883369,0.767026468,0.969348645,0.224210774,0.922169508,0.224783506,0.407913992,0.836421232,0.383028664,0.002677993,0.488586148,0.14986441,0.673898908,0.022870142,0.446340327,0.830971308,0.988150626,0.941162445,0.267078086,0.565833289,0.33418316,0.137694349,0.53771931,0.663659058,0.959692466,0.283960744,0.86765579,0.730561498,0.320670637,0.946994675,0.87688471,0.013651194,0.910774291
random385,0.307580191,0.85274849,0.485232193,0.548911683,0.842440593,0.750791372,0.429950831,0.146628404,0.942206629,0.944622578,0.037229744,0.394168718,0.955344826,0.296982942,0.451382587,0.037957839,0.017646828,0.350105659,0.116090019,0.190604123,0.904440785,0.820958524,0.718534412,0.590118533,0.640675725,0.804966058,0.621326355,0.611728149,0.602273379,0.212700881,0.855081681,0.092962003,0.324430857,0.187458613,0.388074037,0.265642355,0.211867177,0.967288747,0.143622322,0.193998978,0.578762178,0.584352159,0.185850458,0.875569522,0.460481974,0.167597656,0.388962008,0.732085822,0.848698374,0.297970133,0.954198797,0.456904928,0.265958663,0.622292769,0.047489468,0.238653174,0.94312649,0.316167669,0.969796753,0.776792576
random386,61.0,70.0,1.0,73.0,9.0,32.0,62.0,95.0,27.0,33.0,32.0,46.0,32.0,57.0,34.0,40.0,34.0,15.0,68.0,23.0,2.0,66.0,56.0,90.0,59.0,94.0,80.0,28.0,66.0,51.0,94.0,13.0,7.0,99.0,24.0,3.0,49.0,4.0,60.0,56.0,84.0,97.0,68.0,46.0,15.0,98.0,53.0,0.0,94.0,91.0,25.0,90.0,34.0,38.0,68.0,73.0,0.0,81.0,46.0,46.0
random387,8.0,7.0,8.0,5.0,4.0,3.0,3.0,10.0,3.0,3.0,4.0,0.0,3.0,7.0,4.0,4.0,4.0,9.0,1.0,10.0,6.0,0.0,6.0,3.0,7.0,9.0,5.0,5.0,0.0,5.0,1.0,3.0,6.0,3.0,7.0,9.0,9.0,7.0,7.0,3.0,5.0,8.0,3.0,9.0,3.0,5.0,6.0,2.0,8.0,10.0,7.0,4.0,4.0,7.0,6.0,4.0,4.0,3.0,2.0,10.0
random388,0.027191937,0.071744383,0.705596502,0.99902178,0.268542462,0.701120855,0.836821515,0.954020131,0.328606326,0.595345157,0.209101872,0.914796015,0.008708305,0.486556315,0.856167748,0.311694668,0.892472631,0.461807843,0.480998067,0.743942455,0.297601751,0.260144768,0.776915501,0.7773,0.534320553,0.605839072,0.522531272,0.997307407,0.019245329,0.204507125,0.12728881,0.936564083,0.005054475,0.128518067,0.631840925,0.31835182,0.453095847,0.628682295,0.265901271,0.97831641,0.488416567,0.049829972,0.792800992,0.7423175,0.425540584,0.802206127,0.3767276,0.526232122,0.150774223,0.410106376,0.99102121,0.516504524,0.233351216,0.303651934,0.211025294,0.746624176,0.510417293,0.763746975,0.321644976,0.604749619
random389,0.319899625,0.613338966,0.139894405,0.364028652,0.670627575,0.455964788,0.196612313,0.365814366,0.244314093,0.416017928,0.536416076,0.136964467,0.050605552,0.802949028,0.424928383,0.192669397,0.762673252,0.240252666,0.702259681,0.85613768,0.892577334,0.429524424,0.810601148,0.039763157,0.729108778,0.544872781,0.246886199,0.719361133,0.873152417,0.774221641,0.468436074,0.877099045,0.606225164,0.636591628,0.205152022,0.961845336,0.615739681,0.083824449,0.707010709,0.51499066,0.157979125,0.111621207,0.011167293,0.679821157,0.808775742,0.231298872,0.491128181,0.152487384,0.885916409,0.735379072,0.310404462,0.967253746,0.310690716,0.874342682,0.963002162,0.507152194,0.258420785,0.852181023,0.387457908,0.188428086
random39,10.0,9.0,10.0,1.0,9.0,9.0,0.0,2.0,4.0,2.0,10.0,6.0,10.0,1.0,2.0,7.0,3.0,8.0,3.0,8.0,6.0,8.0,9.0,4.0,6.0,3.0,8.0,0.0,0.0,1.0,5.0,8.0,7.0,5.0,8.0,5.0,6.0,8.0,0.0,3.0,5.0,1.0,0.0,10.0,9.0,6.0,4.0,4.0,7.0,6.0,6.0,9.0,7.0,3.0,10.0,2.0,1.0,8.0,10.0,0.0
random390,85.0,0.0,9.0,32.0,72.0,5.0,78.0,6.0,44.0,67.0,83.0,60.0,6.0,9.0,44.0,1.0,49.0,47.0,65.0,19.0,100.0,53.0,19.0,68.0,91.0,81.0,51.0,91.0,100.0,48.0,97.0,15.0,97.0,0.0,21.0,98.0,45.0,17.0,24.0,73.0,29.0,68.0,15.0,9.0,73.0,35.0,58.0,74.0,11.0,56.0,61.0,79.0,38.0,38.0,22.0,55.0,94.0,23.0,18.0,97.0
random391,3.0,7.0,2.0,8.0,1.0,4.0,3.0,8.0,6.0,6.0,1.0,6.0,4.0,2.0,10.0,8.0,9.0,2.0,5.0,10.0,6.0,5.0,4.0,10.0,5.0,8.0,4.0,6.0,0.0,10.0,1.0,4.0,3.0,4.0,2.0,3.0,9.0,8.0,3.0,9.0,5.0,6.0,7.0,9.0,9.0,10.0,10.0,0.0,6.0,7.0,7.0,7.0,0.0,9.0,4.0,1.0,2.0,3.0,2.0,9.0
random392,0.265100629,0.656016837,0.275924617,0.560557101,0.970736999,0.264075035,0.386525265,0.449405666,0.06590504,0.661834904,0.876585902,0.392602547,0.130925822,0.4720193,0.721631497,0.23431,0.017910434,0.220198231,0.984285422,0.360521667,0.837160948,0.493251171,0.561761907,0.546189332,0.641684249,0.551757084,0.822208171,0.975591961,0.15391999,0.717312437,0.566769703,0.43891282,0.793629755,0.246470457,0.75819103,0.995092937,0.192555574,0.37142826,0.023918376,0.635080527,0.665683563,0.508930563,0.285886944,0.351477165,0.026949251,0.482292722,0.241863672,0.505551836,0.29488156,0.596772813,0.271736597,0.192427582,0.356302433,0.692627598,0.170189828,0.189721784,0.829306795,0.376528736,0.835876541,0.19942647
random393,0.467305031,0.166322956,0.023681669,0.119439024,0.528638079,0.380173793,0.818292044,0.960768659,0.060276081,0.972505535,0.344306674,0.431034171,0.380627112,0.467574834,0.600381223,0.414015604,0.306702505,0.197504294,0.737059651,0.900305519,0.449982773,0.650442246,0.328197235,0.541191776,0.959573927,0.135435182,0.833107813,0.600629648,0.120558971,0.057363618,0.925401061,0.929742963,0.717549814,0.265553244,0.680894546,0.163633936,0.970515653,0.656396773,0.942021253,0.713202309,0.029305261,0.066984898,0.06223902,0.212124657,0.799367567,0.884379668,0.67076504,0.676805597,0.983606103,0.380743528,0.67968429,0.22084165,0.16789776,0.832067062,0.383666076,0.041151786,0.203683648,0.813993868,0.343771749,0.610288887
random394,63.0,25.0,78.0,65.0,89.0,61.0,79.0,25.0,25.0,58.0,81.0,73.0,27.0,38.0,11.0,52.0,42.0,89.0,64.0,81.0,70.0,98.0,44.0,85.0,56.0,93.0,4.0,87.0,53.0,26.0,76.0,98.0,94.0,15.0,7.0,20.0,37.0,70.0,5.0,61.0,68.0,100.0,9.0,96.0,44.0,75.0,32.0,89.0,53.0,72.0,94.0,30.0,71.0,22.0,24.0,95.0,65.0,84.0,49.0,5.0
random395,8.0,10.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,8.0,3.0,6.0,3.0,1.0,2.0,0.0,6.0,9.0,3.0,2.0,1.0,3.0,5.0,9.0,3.0,5.0,0.0,5.0,8.0,0.0,5.0,7.0,3.0,3.0,8.0,2.0,10.0,3.0,10.0,7.0,0.0,9.0,0.0,10.0,9.0,9.0,2.0,0.0,1.0,8.0,6.0,7.0,9.0,5.0,0.0,9.0,7.0,10.0,9.0,3.0
random396,0.579585292,0.418934373,0.502300013,0.507375871,0.448647835,0.378806354,0.673703647,0.067051497,0.433119908,0.449706215,0.553649065,0.160109675,0.597483895,0.048815015,0.85586928,0.645153899,0.835231008,0.354024058,0.701898518,0.056241453,0.700773092,0.093410774,0.382377598,0.712672565,0.394588742,0.190079934,0.243943756,0.167959201,0.42314532,0.643910108,0.295678519,0.354383127,0.183423256,0.857566477,0.698539595,0.145801992,0.680388417,0.716972776,0.156279179,0.672596738,0.002482217,0.492733287,0.62979305,0.894324181,0.889054837,0.328834788,0.735512629,0.337020033,0.581545009,0.483836601,0.799733175,0.650334564,0.494792381,0.767113979,0.396306382,0.155883358,0.30157642,0.37496351,0.413021517,0.411982479
random397,0.511617736,0.518127406,0.629650774,0.6623685,0.003890162,0.416701624,0.959381692,0.623557071,0.175994699,0.771980589,0.770492329,0.65073396,0.68050479,0.756316541,0.634298367,0.974740628,0.671869542,0.163536499,0.571815707,0.981402994,0.272687744,0.895362072,0.136413796,0.27508847,0.640900188,0.86230139,0.890140814,0.366148258,0.599911272,0.616723999,0.515125285,0.560196108,0.711089254,0.175037913,0.355575923,0.317419796,0.868346554,0.604622,0.97585597,0.298875606,0.903864924,0.926542028,0.138918547,0.780451788,0.22953925,0.095525444,0.930098919,0.487573428,0.130553895,0.979830079,0.044322234,0.584569037,0.289365151,0.735188026,0.901915428,0.388690085,0.254364826,0.29403739,0.456069462,0.732331605
random398,0.0,26.0,63.0,63.0,49.0,19.0,22.0,0.0,36.0,58.0,71.0,53.0,40.0,71.0,99.0,90.0,81.0,39.0,87.0,73.0,15.0,78.0,45.0,30.0,39.0,73.0,73.0,54.0,63.0,37.0,64.0,0.0,89.0,83.0,42.0,16.0,23.0,81.0,1.0,96.0,29.0,20.0,43.0,8.0,29.0,14.0,20.0,1.0,22.0,21.0,46.0,23.0,55.0,38.0,16.0,85.0,47.0,99.0,17.0,25.0
random399,2.0,10.0,6.0,9.0,2.0,5.0,0.0,4.0,7.0,6.0,5.0,8.0,2.0,3.0,9.0,3.0,1.0,9.0,6.0,2.0,8.0,6.0,10.0,5.0,3.0,1.0,10.0,6.0,0.0,5.0,6.0,2.0,9.0,5.0,5.0,9.0,8.0,10.0,9.0,10.0,0.0,5.0,2.0,9.0,2.0,9.0,4.0,9.0,8.0,6.0,1.0,9.0,8.0,3.0,9.0,0.0,0.0,6.0,5.0,8.0
random4,0.660672067,0.957854445,0.658130921,0.285287994,0.528622664,0.381754907,0.790076709,0.82616381,0.609376277,0.325076961,0.808806828,0.76814376,0.908734706,0.716305945,0.001832589,0.699127621,0.284481763,0.388622814,0.548120201,0.69139005,0.719320493,0.227906552,0.309978113,0.750523648,0.950873708,0.217414857,0.484429987,0.609367366,0.703918996,0.675862513,0.076437231,0.0986026,0.787167671,0.490652859,0.83092268,0.880987374,0.243695,0.186606429,0.493408355,0.389594219,0.346740957,0.7565764,0.831800181,0.844749299,0.413122913,0.007716729,0.162470593,0.152085785,0.872620873,0.119820163,0.254668805,0.837602167,0.378862039,0.360604275,0.52894874,0.547944103,0.341793382,0.533561914,0.752350703,0.575900098
random40,0.497266388,0.179142194,0.381965712,0.750362712,0.533014168,0.889598308,0.763304495,0.923739292,0.803751994,0.064082364,0.096591305,0.529794826,0.895136804,0.093959188,0.744580446,0.661166099,0.258237924,0.091360707,0.288638406,0.957030372,0.82147583,0.59348135,0.547803487,0.641907882,0.913159114,0.636528761,0.832729173,0.272848304,0.588618586,0.511102416,0.776713232,0.680241803,0.248754595,0.758210425,0.635320536,0.29709215,0.168365025,0.38437873,0.36488114,0.675832991,0.000952628,0.314503888,0.746108568,0.130143311,0.354608248,0.891792149,0.085957009,0.2281501,0.340826793,0.084493014,0.439795635,0.634787402,0.992858195,0.242881954,0.923679264,0.027970554,0.612300298,0.978250004,0.696998934,0.606928995
random400,0.372722871,0.721497679,0.614596961,0.232833081,0.888938359,0.614112965,0.616411404,0.501139049,0.855778353,0.060975981,0.27155096,0.878446563,0.964041939,0.054387085,0.685718277,0.136035279,0.007660757,0.70202621,0.577990002,0.716727098,0.918797759,0.210368071,0.705829856,0.138513762,0.90386427,0.314798639,0.065661542,0.752029088,0.578588158,0.629012097,0.903064785,0.134824998,0.844112891,0.03712608,0.672859582,0.018490369,0.864482829,0.613289744,0.886443132,0.718239065,0.634139186,0.240783557,0.196225291,0.120681869,0.431379846,0.339721253,0.13879994,0.44271518,0.031794418,0.793058892,0.624409618,0.814350968,0.035082655,0.022446628,0.008120544,0.813811797,0.702617636,0.674458661,0.111438737,0.627349933
random401,0.380477105,0.099291694,0.897412588,0.28041603,0.313937744,0.319351118,0.88918243,0.146278293,0.049636917,0.068057502,0.974945698,0.414604959,0.999122852,0.529016365,0.106508084,0.008077097,0.519970346,0.825765865,0.875430645,0.640232906,0.323252525,0.286371104,0.673674761,0.78421077,0.898683142,0.675957746,0.155772684,0.940712707,0.378553813,0.267624246,0.971029583,0.544845519,0.495990771,0.09960113,0.230186408,0.558524088,0.993947924,0.367634237,0.00611432,0.875471904,0.214460694,0.56601527,0.783208154,0.69857429,0.308946415,0.941278331,0.572845912,0.550215631,0.928563436,0.542449124,0.619807978,0.596283351,0.372950864,0.530035729,0.113124187,0.770969221,0.553307389,0.125128059,0.486420717,0.465385274
random402,86.0,66.0,39.0,9.0,9.0,68.0,46.0,1.0,70.0,5.0,35.0,43.0,15.0,42.0,71.0,18.0,63.0,59.0,70.0,29.0,78.0,2.0,37.0,53.0,60.0,86.0,52.0,46.0,23.0,32.0,2.0,85.0,43.0,73.0,20.0,67.0,92.0,60.0,60.0,61.0,92.0,53.0,81.0,0.0,40.0,89.0,23.0,93.0,2.0,37.0,59.0,89.0,69.0,56.0,89.0,69.0,23.0,100.0,52.0,88.0
random403,8.0,5.0,9.0,3.0,5.0,1.0,8.0,9.0,0.0,7.0,6.0,7.0,3.0,0.0,8.0,7.0,3.0,8.0,4.0,8.0,6.0,3.0,3.0,8.0,0.0,5.0,9.0,6.0,6.0,10.0,3.0,3.0,5.0,10.0,2.0,1.0,8.0,5.0,10.0,0.0,7.0,3.0,5.0,9.0,1.0,3.0,10.0,5.0,9.0,7.0,1.0,10.0,3.0,4.0,6.0,9.0,3.0,8.0,4.0,0.0
random404,0.016439656,0.759034331,0.742982867,0.473505807,0.540580808,0.240771777,0.623876372,0.652673433,0.800786557,0.145096902,0.687429969,0.222208981,0.529061057,0.658261976,0.430587629,0.366038635,0.019125684,0.047169666,0.953814954,0.24411039,0.761588749,0.791902763,0.900351298,0.127140109,0.852091029,0.171790004,0.863479165,0.549390293,0.403500489,0.00787546,0.426674263,0.10975093,0.684914736,0.278014328,0.04211566,0.274924318,0.948932406,0.623616066,0.323476467,0.794124593,0.46549925,0.524829322,0.230996059,0.917844221,0.526138547,0.165881108,0.210138668,0.129080409,0.600820478,0.525568231,0.885673571,0.7845304,0.346656063,0.658159733,0.260690686,0.477872905,0.966717525,0.147258094,0.950038874,0.079099776
