feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random277,0.294490675,0.581298596,0.212890311,0.831184653,0.88188792,0.701495349,0.684478075,0.125297614,0.761934461,0.94506415,0.539491225,0.085041019,0.048773066,0.658688969,0.929364828,0.1890828,0.171722003,0.882484817,0.530822331,0.082874751,0.907755651,0.240014257,0.506892356,0.608114348,0.439791132,0.208863693,0.601503296,0.182951533,0.753294026,0.59353693,0.898320688,0.60183318,0.660260113,0.809502419,0.528882617,0.147401705,0.515083973,0.813844777,0.137205432,0.701447291,0.068102074,0.529083854,0.696534824,0.91901149,0.512507048,0.480460963,0.061055284,0.467358134,0.874843241,0.23080503,0.795929357,0.404438541,0.382231879,0.330699788,0.826188788,0.760832304,0.426349767,0.500024055,0.566093131,0.907500039
random278,62.0,72.0,41.0,38.0,0.0,46.0,37.0,36.0,32.0,7.0,31.0,82.0,16.0,83.0,5.0,56.0,14.0,96.0,49.0,60.0,85.0,25.0,71.0,81.0,49.0,4.0,87.0,73.0,29.0,34.0,38.0,12.0,30.0,84.0,14.0,87.0,19.0,42.0,41.0,21.0,60.0,20.0,87.0,71.0,21.0,7.0,80.0,57.0,100.0,10.0,71.0,20.0,46.0,76.0,16.0,64.0,61.0,43.0,80.0,18.0
random279,1.0,2.0,8.0,1.0,5.0,6.0,1.0,1.0,4.0,10.0,4.0,8.0,1.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,0.0,8.0,8.0,6.0,7.0,6.0,2.0,7.0,0.0,9.0,4.0,6.0,5.0,3.0,5.0,5.0,8.0,9.0,9.0,7.0,8.0,0.0,3.0,10.0,7.0,3.0,0.0,1.0,4.0,8.0,9.0,7.0,0.0,10.0,5.0,3.0,7.0,10.0,5.0
random28,0.532108148,0.233989299,0.316886812,0.178537902,0.965349511,0.157648812,0.253186022,0.419877311,0.450286918,0.235189138,0.08893699,0.01574923,0.437371276,0.139225235,0.983584888,0.396899542,0.754363549,0.636037705,0.201154493,0.689826198,0.604652341,0.181591528,0.617026661,0.689042795,0.967419254,0.895563203,0.651340765,0.288930006,0.142238747,0.413982009,0.831118538,0.605925988,0.577061823,0.311757872,0.351995563,0.149416092,0.445118927,0.00502079,0.412695026,0.19811688,0.820328783,0.066698519,0.558248104,0.84836298,0.431304194,0.392224952,0.264340592,0.233676755,0.653115691,0.732812285,0.572059444,0.694347367,0.880874672,0.847715788,0.462279407,0.124153559,0.295222942,0.475787434,0.366072309,0.731877303
random280,0.354596749,0.216225368,0.39750238,0.064023974,0.9412205,0.535038391,0.641287517,0.111339214,0.717718485,0.942736507,0.910720747,0.033870826,0.398793042,0.594865775,0.730613199,0.47699746,0.908028547,0.699887442,0.0974159,0.31390871,0.816430626,0.488729096,0.158103965,0.26426552,0.319022905,0.394425186,0.380218275,0.939762861,0.37748576,0.958022442,0.452133572,0.109922733,0.359531358,0.69448946,0.149239215,0.426805108,0.618172012,0.311758626,0.96365185,0.852772502,0.971809642,0.27952272,0.322429315,0.295062306,0.754522201,0.413717072,0.22209305,0.419215912,0.984492009,0.984932597,0.721266018,0.066233174,0.913261649,0.478947137,0.080012397,0.156837732,0.031882886,0.03280496,0.023359202,0.146923367
random281,0.104629754,0.191377374,0.767255955,0.365443512,0.369843541,0.4853301,0.426876634,0.931785005,0.907980601,0.508042593,0.762833972,0.079694121,0.473425889,0.962685492,0.633032869,0.115471616,0.067385282,0.227297749,0.845391509,0.890734646,0.79615161,0.375128307,0.544861216,0.669294448,0.995373518,0.728179794,0.431233024,0.911919962,0.559132313,0.962792471,0.421179515,0.147737455,0.044312059,0.127932574,0.782423671,0.45505794,0.848858742,0.283228108,0.438903278,0.026629346,0.553192007,0.852206656,0.070267213,0.39997787,0.181007814,0.450723445,0.612184589,0.154266632,0.242034971,0.631388385,0.981869596,0.174815311,0.077377632,0.352487786,0.254748317,0.79470125,0.867496011,0.966901841,0.314544717,0.213100305
random282,12.0,82.0,10.0,24.0,0.0,30.0,83.0,24.0,16.0,83.0,21.0,92.0,94.0,25.0,80.0,2.0,4.0,11.0,95.0,26.0,57.0,92.0,30.0,21.0,97.0,38.0,89.0,70.0,86.0,19.0,24.0,79.0,25.0,33.0,41.0,55.0,4.0,30.0,58.0,57.0,63.0,75.0,59.0,59.0,40.0,56.0,37.0,99.0,74.0,62.0,7.0,33.0,13.0,90.0,72.0,38.0,40.0,54.0,39.0,38.0
random283,9.0,1.0,2.0,7.0,9.0,1.0,1.0,2.0,3.0,7.0,10.0,0.0,8.0,3.0,10.0,1.0,5.0,3.0,0.0,0.0,8.0,0.0,6.0,0.0,7.0,5.0,4.0,5.0,1.0,3.0,8.0,3.0,6.0,1.0,3.0,1.0,2.0,3.0,8.0,2.0,7.0,1.0,3.0,7.0,6.0,7.0,3.0,4.0,10.0,2.0,4.0,1.0,8.0,6.0,1.0,5.0,10.0,7.0,3.0,5.0
random284,0.187751644,0.861520625,0.960721636,0.078862778,0.664609594,0.783336851,0.174329066,0.371680876,0.183395524,0.476417211,0.398453516,0.035413059,0.387800764,0.261318454,0.053492403,0.535590836,0.790997788,0.009816726,0.914058607,0.06038441,0.35865285,0.382066407,0.71193198,0.136444942,0.487492461,0.573572185,0.396651002,0.465243461,0.800961691,0.651571407,0.759597123,0.84881906,0.247539097,0.704755804,0.649507743,0.883545549,0.603512906,0.016785365,0.108112439,0.649012805,0.111822408,0.321955889,0.713501775,0.393793574,0.865416085,0.497558087,0.42554655,0.201790764,0.475488781,0.658162049,0.085276172,0.664526229,0.784625946,0.494349205,0.119948727,0.61544104,0.111670951,0.405521659,0.148837475,0.160908789
random285,0.485773497,0.985481492,0.702207932,0.786809395,0.01760458,0.243870842,0.623130008,0.914492117,0.388418379,0.143283014,0.013960283,0.951613197,0.139269283,0.906775683,0.596539512,0.285533785,0.876241802,0.859888058,0.24242539,0.066035482,0.168741529,0.87210915,0.701040102,0.87883371,0.36900987,0.115901639,0.479092287,0.015092905,0.8584564,0.82487056,0.377579837,0.464227277,0.888714256,0.178762727,0.898169427,0.657067934,0.872168561,0.561674337,0.99323489,0.321864363,0.924453795,0.126054731,0.238286167,0.075238136,0.424170868,0.876035194,0.811425602,0.717081987,0.896612397,0.491168521,0.448296967,0.142274726,0.842704901,0.025873505,0.783933622,0.862571015,0.252588876,0.107453172,0.200793244,0.682679966
random286,7.0,46.0,84.0,46.0,71.0,26.0,51.0,62.0,66.0,27.0,71.0,6.0,75.0,86.0,99.0,72.0,57.0,83.0,80.0,25.0,42.0,67.0,83.0,21.0,7.0,69.0,25.0,36.0,88.0,58.0,55.0,57.0,23.0,99.0,61.0,55.0,14.0,93.0,27.0,67.0,94.0,17.0,92.0,17.0,60.0,89.0,90.0,1.0,89.0,1.0,36.0,22.0,43.0,42.0,82.0,21.0,10.0,31.0,19.0,98.0
random287,4.0,4.0,7.0,3.0,1.0,5.0,2.0,5.0,3.0,2.0,3.0,8.0,7.0,4.0,2.0,6.0,10.0,9.0,6.0,2.0,1.0,7.0,2.0,8.0,1.0,6.0,1.0,7.0,10.0,10.0,0.0,6.0,10.0,0.0,4.0,8.0,5.0,2.0,5.0,1.0,3.0,0.0,7.0,2.0,10.0,4.0,4.0,0.0,1.0,5.0,7.0,7.0,1.0,10.0,3.0,1.0,1.0,10.0,10.0,6.0
random288,0.913898593,0.487626564,0.665932725,0.877140197,0.235421895,0.03594728,0.284558673,0.432470083,0.173475844,0.592035254,0.694916748,0.615000989,0.170829469,0.37553041,0.997814372,0.582194853,0.49267409,0.455750124,0.985225588,0.064978174,0.814119128,0.694231873,0.635822954,0.664758107,0.957106526,0.790028468,0.278210896,0.056614565,0.704210291,0.535680721,0.233471416,0.458120504,0.697096192,0.859085746,0.840208161,0.585111972,0.270960232,0.3186319,0.906756902,0.73023607,0.160893845,0.59689903,0.123822794,0.83865996,0.512587923,0.623358,0.298589392,0.439959633,0.756321577,0.978868137,0.54825147,0.682365572,0.241435769,0.324242234,0.647743751,0.513660758,0.305119273,0.782899022,0.551927432,0.684768586
random289,0.114656163,0.22654442,0.639956234,0.654854929,0.082298196,0.869154073,0.880529905,0.888960655,0.889361367,0.746729776,0.413175885,0.766227415,0.391150878,0.17190932,0.638825176,0.559505658,0.117915202,0.534268931,0.037774446,0.200516098,0.541443699,0.091143668,0.658712232,0.636552795,0.349777073,0.242404151,0.363986613,0.586514449,0.441847458,0.25488179,0.758174849,0.814013473,0.118481485,0.068159543,0.987150754,0.553834777,0.716787975,0.102329169,0.281773117,0.539315493,0.918125434,0.370579095,0.778067588,0.037629042,0.280811082,0.249558613,0.546927339,0.458681247,0.18096118,0.728128603,0.526652585,0.190660317,0.293867487,0.872312842,0.774718524,0.753757409,0.414292541,0.100404313,0.498648976,0.101906817
random29,0.094514364,0.891017121,0.032545729,0.905032736,0.65169256,0.848535664,0.569268012,0.07862156,0.312636219,0.636389354,0.025815759,0.021775129,0.096674895,0.939946895,0.313097553,0.033541691,0.905932874,0.66016376,0.228659763,0.176135652,0.992935626,0.599563672,0.988326598,0.934649973,0.644221051,0.144584154,0.930390424,0.407208965,0.625013687,0.307031712,0.905790041,0.225409449,0.929710687,0.059441684,0.928756955,0.058675491,0.701270292,0.958429211,0.100576014,0.787778355,0.859272057,0.340006017,0.098006085,0.927889563,0.076583329,0.885734214,0.274425373,0.860979855,0.861654857,0.784425593,0.418461223,0.339393297,0.650495492,0.137277693,0.996815066,0.93184401,0.270697213,0.829047917,0.939677172,0.485944718
random290,1.0,55.0,71.0,46.0,62.0,54.0,10.0,71.0,21.0,74.0,95.0,16.0,7.0,52.0,20.0,97.0,38.0,91.0,38.0,49.0,43.0,97.0,57.0,5.0,42.0,83.0,69.0,34.0,99.0,39.0,50.0,11.0,81.0,14.0,81.0,52.0,85.0,59.0,99.0,14.0,49.0,67.0,100.0,75.0,23.0,38.0,44.0,50.0,85.0,49.0,59.0,81.0,82.0,8.0,59.0,15.0,19.0,7.0,54.0,80.0
random291,2.0,7.0,5.0,6.0,5.0,3.0,1.0,6.0,1.0,8.0,5.0,8.0,9.0,2.0,1.0,3.0,3.0,1.0,3.0,7.0,2.0,4.0,9.0,4.0,2.0,8.0,6.0,7.0,6.0,3.0,0.0,6.0,9.0,6.0,9.0,5.0,5.0,8.0,6.0,10.0,8.0,8.0,9.0,3.0,0.0,0.0,5.0,4.0,2.0,3.0,4.0,7.0,10.0,0.0,10.0,8.0,1.0,9.0,8.0,10.0
random292,0.538673916,0.537329169,0.754092906,0.743273042,0.716510006,0.622134483,0.667282456,0.962784022,0.065381456,0.858977714,0.228436116,0.66378109,0.981206125,0.186280583,0.199628054,0.414345529,0.600672243,0.494521819,0.647751736,0.317772758,0.638923928,0.118974863,0.792993737,0.409432489,0.67201795,0.425469659,0.624073422,0.61249382,0.8997719,0.894420249,0.570705723,0.64742572,0.986478447,0.789309824,0.596317422,0.757660149,0.407924466,0.103688204,0.493078158,0.278249562,0.204951731,0.976575752,0.640446386,0.098275246,0.785317278,0.034729699,0.020611951,0.116336467,0.316719653,0.921231916,0.343476535,0.829122099,0.090959294,0.838144352,0.800066015,0.618110027,0.301906222,0.697097954,0.445708772,0.428889955
random293,0.532040748,0.404959714,0.270463793,0.103591956,0.579829781,0.363956031,0.286396226,0.142233737,0.076802488,0.343019287,0.800902454,0.531850292,0.742425694,0.784815962,0.439054297,0.983353071,0.813463036,0.734450448,0.156524085,0.164937718,0.64032609,0.970606994,0.745124622,0.99220426,0.724478034,0.190925184,0.087995201,0.416113001,0.818350051,0.947211164,0.250246959,0.97982479,0.007772621,0.813751676,0.694338729,0.822262608,0.786849001,0.820434016,0.494761588,0.857675429,0.388427215,0.842829014,0.248774678,0.803042363,0.300058281,0.14291111,0.709850033,0.800201145,0.218855204,0.818962665,0.145588067,0.049320567,0.615490355,0.603216276,0.020585159,0.383785712,0.958513086,0.04611642,0.388798647,0.879843502
random294,61.0,26.0,26.0,41.0,31.0,94.0,65.0,0.0,8.0,44.0,63.0,31.0,21.0,85.0,21.0,89.0,94.0,85.0,45.0,18.0,58.0,70.0,12.0,37.0,56.0,33.0,53.0,99.0,55.0,22.0,28.0,59.0,59.0,58.0,95.0,31.0,92.0,22.0,9.0,93.0,73.0,22.0,17.0,28.0,52.0,67.0,52.0,25.0,50.0,38.0,27.0,85.0,16.0,37.0,60.0,23.0,50.0,41.0,77.0,69.0
random295,2.0,9.0,2.0,3.0,3.0,5.0,10.0,4.0,0.0,7.0,9.0,6.0,0.0,1.0,7.0,8.0,10.0,0.0,8.0,2.0,2.0,0.0,0.0,8.0,7.0,5.0,1.0,2.0,9.0,3.0,8.0,8.0,2.0,7.0,9.0,4.0,1.0,5.0,9.0,5.0,6.0,6.0,4.0,2.0,9.0,0.0,1.0,1.0,8.0,4.0,2.0,0.0,9.0,5.0,4.0,6.0,0.0,1.0,0.0,9.0
random296,0.38575881,0.715744184,0.062990104,0.539254732,0.658034706,0.665211728,0.342267432,0.058224688,0.968270834,0.581971295,0.192407486,0.663684129,0.259550778,0.887927586,0.213435464,0.298538347,0.767006579,0.325518264,0.420663008,0.209044732,0.221752293,0.398927606,0.343646647,0.693304164,0.520564733,0.665414908,0.69370226,0.359791431,0.379592546,0.576066608,0.133249371,0.397502402,0.10536312,0.126951094,0.027219237,0.235941044,0.476479719,0.990439511,0.341673758,0.699302801,0.383246575,0.526429417,0.677172978,0.984949555,0.729521585,6.5321e-05,0.458521683,0.044651979,0.767640586,0.390601003,0.693779951,0.311270559,0.426633183,0.897847849,0.034917224,0.900584385,0.954350882,0.657409263,0.80679597,0.880801109
random297,0.948123482,0.714174682,0.271098472,0.301023684,0.93334661,0.457522015,0.626083314,0.9353638,0.34555452,0.619059979,0.769162379,0.182657913,0.77710867,0.17518263,0.415628531,0.154922194,0.507455311,0.086383335,0.275661406,0.16569176,0.750383909,0.785519971,0.992748527,0.22951612,0.752742034,0.396701423,0.214419499,0.667180588,0.469452438,0.931967723,0.909759159,0.406173396,0.422739116,0.047685157,0.617950979,0.649477198,0.781774708,0.287427217,0.644944644,0.648092558,0.139211623,0.545695419,0.653018476,0.560296099,0.094468052,0.622028469,0.221194343,0.948250784,0.236655473,0.682770569,0.299369002,0.187487492,0.884477126,0.711423386,0.194276128,0.385742954,0.130964015,0.636741518,0.498889905,0.997205719
random298,77.0,89.0,55.0,55.0,68.0,5.0,34.0,33.0,37.0,69.0,15.0,11.0,25.0,11.0,98.0,76.0,87.0,29.0,31.0,0.0,17.0,57.0,49.0,56.0,43.0,9.0,15.0,39.0,83.0,15.0,82.0,45.0,2.0,16.0,71.0,86.0,86.0,39.0,94.0,58.0,90.0,13.0,88.0,12.0,25.0,20.0,0.0,73.0,14.0,28.0,39.0,65.0,61.0,6.0,66.0,69.0,47.0,70.0,10.0,35.0
random299,7.0,6.0,6.0,0.0,6.0,6.0,4.0,5.0,7.0,10.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,7.0,9.0,2.0,4.0,9.0,8.0,3.0,2.0,2.0,8.0,6.0,4.0,9.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,7.0,3.0,2.0,5.0,3.0,2.0,8.0,0.0,0.0,1.0,1.0,7.0,5.0,9.0,9.0,9.0,1.0,1.0,7.0,1.0,1.0,7.0,5.0
random3,2.0,7.0,0.0,9.0,5.0,10.0,9.0,9.0,5.0,4.0,6.0,0.0,3.0,5.0,6.0,1.0,5.0,7.0,5.0,6.0,2.0,7.0,1.0,4.0,1.0,5.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,9.0,3.0,7.0,10.0,5.0,0.0,9.0,2.0,9.0,3.0,3.0,3.0,0.0,6.0,9.0,8.0,1.0,4.0,5.0,8.0,10.0,7.0,7.0,8.0,8.0,5.0,10.0
random30,16.0,0.0,9.0,62.0,70.0,100.0,61.0,80.0,20.0,74.0,100.0,46.0,59.0,8.0,76.0,6.0,48.0,29.0,50.0,44.0,81.0,37.0,49.0,85.0,30.0,100.0,31.0,3.0,19.0,26.0,55.0,75.0,72.0,9.0,80.0,10.0,97.0,40.0,19.0,30.0,91.0,30.0,64.0,59.0,60.0,66.0,94.0,9.0,15.0,27.0,55.0,6.0,2.0,27.0,73.0,51.0,100.0,38.0,74.0,65.0
random300,0.803731107,0.866168477,0.819491822,0.550340572,0.522569016,0.759363505,0.215316366,0.690640893,0.98175399,0.179284626,0.527870013,0.956879127,0.275898569,0.976304043,0.250370846,0.170216259,0.424366243,0.426840242,0.160958947,0.540794724,0.330546789,0.314819317,0.208724638,0.610487089,0.918267051,0.55197029,0.59969717,0.294800182,0.818552035,0.853888971,0.517167994,0.334704105,0.319366141,0.329720973,0.226752896,0.280598241,0.805983502,0.393734918,0.103770854,0.525074633,0.129122459,0.266795669,0.789140644,0.720857944,0.428491216,0.148252333,0.155362232,0.22637008,0.348760917,0.689707711,0.989829543,0.297167596,0.320778707,0.893318617,0.882760925,0.248359319,0.754397301,0.488846705,0.922097675,0.836133369
random301,0.466749186,0.621934873,0.834222851,0.540224272,0.17087785,0.97973544,0.666428839,0.771090981,0.455496176,0.472423072,0.010022664,0.816027685,0.729442392,0.437841042,0.945170927,0.453970429,0.403466234,0.074972558,0.548569935,0.992145632,0.284269104,0.88434138,0.609068628,0.026156875,0.984845453,0.545590618,0.986810449,0.088938224,0.857922248,0.374003301,0.182015164,0.931565556,0.110422061,0.070038892,0.03312961,0.461053531,0.325392287,0.029864756,0.170599935,0.150669392,0.567471645,0.52316785,0.646826477,0.670389886,0.772584891,0.923353229,0.783880318,0.920778052,0.133989345,0.826292737,0.984778335,0.642472993,0.67446068,0.33418254,0.856617325,0.142099655,0.663743362,0.019579818,0.776680138,0.465150397
random302,14.0,6.0,99.0,86.0,62.0,34.0,43.0,39.0,38.0,31.0,71.0,94.0,61.0,12.0,27.0,62.0,97.0,23.0,71.0,80.0,20.0,9.0,95.0,38.0,48.0,62.0,43.0,36.0,19.0,12.0,48.0,59.0,32.0,89.0,64.0,37.0,93.0,54.0,54.0,90.0,66.0,71.0,72.0,66.0,40.0,20.0,41.0,84.0,54.0,27.0,68.0,94.0,64.0,36.0,95.0,72.0,45.0,94.0,15.0,24.0
random303,1.0,4.0,0.0,1.0,4.0,9.0,10.0,7.0,7.0,9.0,5.0,10.0,3.0,0.0,5.0,4.0,6.0,4.0,9.0,10.0,7.0,9.0,5.0,1.0,1.0,1.0,3.0,9.0,10.0,3.0,0.0,4.0,4.0,8.0,5.0,1.0,9.0,6.0,8.0,2.0,1.0,10.0,4.0,1.0,10.0,4.0,7.0,2.0,2.0,10.0,4.0,8.0,0.0,6.0,10.0,3.0,10.0,6.0,9.0,8.0
random304,0.418499774,0.447769036,0.50840923,0.737985888,0.660429619,0.930256574,0.285534622,0.844664849,0.743323336,0.753020737,0.539841082,0.449684147,0.219407995,0.667993325,0.746146118,0.013974388,0.00887817,0.286059035,0.734774545,0.423225383,0.286644936,0.680659222,0.896413472,0.363699955,0.598007288,0.015660338,0.257922196,0.898627674,0.888305992,0.966472189,0.812554851,0.498651985,0.646223819,0.893730206,0.161133787,0.108680055,0.082900715,0.953384061,0.394665765,0.000991309,0.654850197,0.917797227,0.242080486,0.692257255,0.629565787,0.499362835,0.123772253,0.84208797,0.760244142,0.40184828,0.060959107,0.150303808,0.744122064,0.683445497,0.014839159,0.42256302,0.748851875,0.350886827,0.808541169,0.25054694
random305,0.638069344,0.214257567,0.456229389,0.126227812,0.815250142,0.569453046,0.053333602,0.832153029,0.040880943,0.188573069,0.80917127,0.015248712,0.403133528,0.320607182,0.707696197,0.281171856,0.255288317,0.553516634,0.271998215,0.26116936,0.929958821,0.684930331,0.022961997,0.513879492,0.481754206,0.152539066,0.716719538,0.213997375,0.171678046,0.682234324,0.826803256,0.480014825,0.469406553,0.96708938,0.609600082,0.426402574,0.74038312,0.546870539,0.555307902,0.86166144,0.657841151,0.84579849,0.126346465,0.205412673,0.06307539,0.564118265,0.416221026,0.117578038,0.36164587,0.651382454,0.330522758,0.231802849,0.842426689,0.796957315,0.270163169,0.603776178,0.431647915,0.017689433,0.823205743,0.556544401
random306,63.0,93.0,37.0,46.0,15.0,0.0,55.0,64.0,83.0,56.0,71.0,76.0,72.0,27.0,53.0,2.0,23.0,73.0,34.0,91.0,29.0,73.0,97.0,3.0,20.0,23.0,7.0,50.0,51.0,3.0,55.0,25.0,45.0,1.0,68.0,10.0,17.0,80.0,94.0,34.0,65.0,51.0,68.0,39.0,68.0,26.0,74.0,18.0,47.0,91.0,5.0,25.0,96.0,46.0,1.0,12.0,34.0,45.0,46.0,63.0
random307,10.0,8.0,8.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,8.0,4.0,5.0,5.0,9.0,6.0,2.0,8.0,7.0,4.0,10.0,0.0,10.0,5.0,8.0,1.0,0.0,9.0,4.0,3.0,2.0,7.0,10.0,2.0,7.0,5.0,3.0,2.0,0.0,6.0,5.0,5.0,9.0,7.0,6.0,1.0,3.0,6.0,7.0,7.0,4.0,3.0,2.0,8.0,5.0
random308,0.345178325,0.390055301,0.82608621,0.068354986,0.095011432,0.073081613,0.727098454,0.717381273,0.080663148,0.766731517,0.984252915,0.825550941,0.38719225,0.83155046,0.507946577,0.037582241,0.3639194,0.364461323,0.75375522,0.138002045,0.556401116,0.793298265,0.522362345,0.24675002,0.175547913,0.027929802,0.076155032,0.096423769,0.725286218,0.804546381,0.519948496,0.958759507,0.971665766,0.346559871,0.223151726,0.699021201,0.828791673,0.529360712,0.187304164,0.836461092,0.894739523,0.855461078,0.764533356,0.759712823,0.194461034,0.233254465,0.447372725,0.250883137,0.98495095,0.439243236,0.14373772,0.140197243,0.651052805,0.056549224,0.254645234,0.89100814,0.109682949,0.038245585,0.123952087,0.449254393
random309,0.754509472,0.379823169,0.571653524,0.414294664,0.16879105,0.414215975,0.999895777,0.521161614,0.424030073,0.634937063,0.053520097,0.519399282,0.660387428,0.291614583,0.926287389,0.920535432,0.550214131,0.798314307,0.727972716,0.756391067,0.734720347,0.794902585,0.232253056,0.084378703,0.208979803,0.532218368,0.248638857,0.695054651,0.178559815,0.612790672,0.633099498,0.965948686,0.636260976,0.066675274,0.972045157,0.504567597,0.33129943,0.582267229,0.240640409,0.662606984,0.208588099,0.055370896,0.806377857,0.611889821,0.082943211,0.733943494,0.13186026,0.928376534,0.532606068,0.931699273,0.832375375,0.445661682,0.445563255,0.237817832,0.079516594,0.021900421,0.549302571,0.616504288,0.355547667,0.215978861
random31,9.0,7.0,10.0,9.0,2.0,1.0,8.0,10.0,9.0,3.0,4.0,5.0,4.0,5.0,10.0,8.0,5.0,8.0,4.0,8.0,5.0,1.0,5.0,0.0,9.0,0.0,3.0,6.0,5.0,2.0,10.0,2.0,5.0,7.0,8.0,0.0,9.0,10.0,10.0,0.0,5.0,3.0,5.0,5.0,9.0,1.0,6.0,7.0,1.0,9.0,0.0,5.0,3.0,2.0,10.0,5.0,0.0,8.0,5.0,2.0
random310,31.0,3.0,7.0,70.0,38.0,33.0,47.0,15.0,21.0,76.0,44.0,7.0,78.0,18.0,21.0,84.0,78.0,19.0,52.0,94.0,25.0,31.0,95.0,80.0,72.0,9.0,82.0,66.0,43.0,53.0,30.0,21.0,18.0,97.0,40.0,39.0,55.0,72.0,64.0,96.0,36.0,4.0,23.0,65.0,34.0,99.0,45.0,87.0,59.0,40.0,59.0,79.0,32.0,87.0,71.0,61.0,17.0,0.0,17.0,42.0
random311,0.0,4.0,0.0,7.0,8.0,9.0,3.0,1.0,2.0,4.0,8.0,10.0,2.0,7.0,7.0,4.0,5.0,6.0,8.0,8.0,3.0,5.0,9.0,3.0,2.0,8.0,5.0,5.0,10.0,4.0,0.0,1.0,0.0,10.0,8.0,7.0,0.0,5.0,1.0,8.0,9.0,6.0,7.0,3.0,4.0,4.0,1.0,7.0,0.0,1.0,4.0,9.0,7.0,7.0,0.0,4.0,2.0,3.0,3.0,1.0
random312,0.282272587,0.13506405,0.846685139,0.978017769,0.969955175,0.884050112,0.235707643,0.228077878,0.730177189,0.545606968,0.057660352,0.909973807,0.934535635,0.854950676,0.11688739,0.259861293,0.383703171,0.746316901,0.248351151,0.579469522,0.999741428,0.84861313,0.702275961,0.317969136,0.105144499,0.610720883,0.039031418,0.876469809,0.358356764,0.126475392,0.696528588,0.670024487,0.443969236,0.808784377,0.338878344,0.982163965,0.313211097,0.195981682,0.959834729,0.823601929,0.93064028,0.666504095,0.174041238,0.088997683,0.705207996,0.37940997,0.002651114,0.446134317,0.336856956,0.511505161,0.539535908,0.682463642,0.418927237,0.662577481,0.072981066,0.485188824,0.92501045,0.3351309,0.910706918,0.191310608
random313,0.082425623,0.853375736,0.692391135,0.019413363,0.12369413,0.718792563,0.654517082,0.051110983,0.890738892,0.639795268,0.355032796,0.761746525,0.557659324,0.557367678,0.725134141,0.838803006,0.958881967,0.181772148,0.160672711,0.559364331,0.900551707,0.524878951,0.210512746,0.201546543,0.422745228,0.530068862,0.39581854,0.467570816,0.819856188,0.093393189,0.284688309,0.653941531,0.760327505,0.718915132,0.912122006,0.385971376,0.080032576,0.613224741,0.397329525,0.655529248,0.768340538,0.803666066,0.193186366,0.383762514,0.907241859,0.673652483,0.626930413,0.773392399,0.454100451,0.894577086,0.148936622,0.409322398,0.275139509,0.639895047,0.427831319,0.148857297,0.701668046,0.448936235,0.079107386,0.935319851
random314,79.0,25.0,23.0,88.0,92.0,96.0,38.0,79.0,40.0,55.0,98.0,79.0,55.0,6.0,17.0,96.0,33.0,0.0,66.0,83.0,44.0,18.0,16.0,15.0,81.0,59.0,24.0,0.0,53.0,6.0,49.0,0.0,19.0,52.0,29.0,68.0,45.0,19.0,84.0,47.0,88.0,47.0,71.0,31.0,37.0,29.0,28.0,90.0,0.0,17.0,35.0,34.0,63.0,87.0,68.0,49.0,34.0,80.0,78.0,23.0
random315,9.0,8.0,1.0,3.0,1.0,0.0,4.0,10.0,4.0,7.0,4.0,2.0,3.0,3.0,1.0,6.0,5.0,8.0,5.0,1.0,3.0,7.0,9.0,2.0,8.0,2.0,3.0,2.0,10.0,5.0,3.0,3.0,3.0,8.0,6.0,5.0,2.0,6.0,0.0,3.0,10.0,4.0,1.0,1.0,2.0,6.0,10.0,8.0,6.0,1.0,3.0,4.0,4.0,3.0,5.0,6.0,1.0,2.0,8.0,2.0
