feature_id,bunderbosbeek_1,bunderbosbeek_2,bunderbosbeek_3,bunderbosbeek_4,bunderbosbeek_5,bunderbosbeek_6,bunderbosbeek_7,bunderbosbeek_8,bunderbosbeek_9,bunderbosbeek_10,bunderbosbeek_11,bunderbosbeek_12,bunderbosbeek_13,bunderbosbeek_14,bunderbosbeek_15,oude beek goede tak_1,oude beek goede tak_2,oude beek goede tak_3,oude beek goede tak_4,oude beek goede tak_5,oude beek goede tak_6,oude beek goede tak_7,oude beek goede tak_8,oude beek goede tak_9,oude beek goede tak_10,oude beek goede tak_11,oude beek goede tak_12,oude beek goede tak_13,oude beek goede tak_14,seelbeek_1,seelbeek_2,seelbeek_3,seelbeek_4,seelbeek_5,seelbeek_6,seelbeek_7,seelbeek_8,seelbeek_9,seelbeek_10,seelbeek_11,seelbeek_12,seelbeek_13,seelbeek_14,seelbeek_15,seelbeek_16,strabekervloedgraaf_1,strabekervloedgraaf_2,strabekervloedgraaf_3,strabekervloedgraaf_4,strabekervloedgraaf_5,strabekervloedgraaf_6,strabekervloedgraaf_7,strabekervloedgraaf_8,strabekervloedgraaf_9,strabekervloedgraaf_10,strabekervloedgraaf_11,strabekervloedgraaf_12,strabekervloedgraaf_13,strabekervloedgraaf_14,strabekervloedgraaf_15
random450,0,28,28,87,2,2,82,55,51,46,58,58,37,49,4,80,41,18,38,17,61,98,0,40,83,40,36,56,73,46,82,24,73,13,14,79,37,95,68,93,92,10,24,54,70,67,24,22,96,76,83,89,49,18,31,73,29,82,22,29
random451,10,0,1,8,3,2,1,4,6,0,6,4,4,6,8,10,9,7,0,4,3,5,4,9,0,0,9,7,3,1,5,3,2,2,10,1,6,1,6,10,0,1,2,7,4,2,0,6,1,4,4,0,5,3,3,10,10,6,0,3
random452,0.379417486,0.476873003,0.169566104,0.128333544,0.160850601,0.893207200,0.918024933,0.842812852,0.824630901,0.570661285,0.260332351,0.223204370,0.458009143,0.193036601,0.243407883,0.160499505,0.202983846,0.250809930,0.846806013,0.359167613,0.375363440,0.531523962,0.365905247,0.053620600,0.289504763,0.977736438,0.965399150,0.293596831,0.308841472,0.011953203,0.569449958,0.881162956,0.992119965,0.911691776,0.696462151,0.227950186,0.613710746,0.561403871,0.865430388,0.919913519,0.468339901,0.537215298,0.938841111,0.563311881,0.304858714,0.004139922,0.057401560,0.117989106,0.312447933,0.593617332,0.607652255,0.105615681,0.589610574,0.770118684,0.163200023,0.554302403,0.174056348,0.104419281,0.334966084,0.661608678
random453,0.892098552,0.777238644,0.414640289,0.882923324,0.575547816,0.84763083,0.883509394,0.224480879,0.739038037,0.752002327,0.673308239,0.660260948,0.125870017,0.771636617,0.936757566,0.559780848,0.676288079,0.563251858,0.365248989,0.911696857,0.059551222,0.586592653,0.154459693,0.855027994,0.974682881,0.578622577,0.489267459,0.704797456,0.381993036,0.543187056,0.658197808,0.206832908,0.749367733,0.223938859,0.871888389,0.41342804,0.461543618,0.667086279,0.017058531,0.789125693,0.145005295,0.937472678,0.858305616,0.992785105,0.749073707,0.259623296,0.589999931,0.181245534,0.842249995,0.435437331,0.673180752,0.599749111,0.896424045,0.557430123,0.819973298,0.926271493,0.69016787,0.547945026,0.940158838,0.419975863
random454,41,24,62,23,50,80,38,34,88,70,5,97,85,92,36,39,16,82,59,96,69,16,22,90,11,65,1,96,2,88,62,38,22,81,27,96,84,64,37,40,81,81,96,21,55,40,7,48,90,37,29,53,36,10,73,80,4,37,98,36
random455,10,1,0,4,7,8,2,4,2,0,10,5,4,6,4,10,2,1,1,0,6,6,4,4,3,2,7,5,1,4,0,1,9,2,4,10,7,1,5,7,0,9,8,0,3,0,3,10,3,6,6,0,2,10,2,4,3,8,2,8
random456,0.684271011,0.822738500,0.683066710,0.393857585,0.442336495,0.006784701,0.605421319,0.314386146,0.933295416,0.069477553,0.403577471,0.813188673,0.831111366,0.778004980,0.700104122,0.098363782,0.255002403,0.322864598,0.974711950,0.504300213,0.969546970,0.697626754,0.042109531,0.436305391,0.667444183,0.819584740,0.374863607,0.801623486,0.019634006,0.986723626,0.585299476,0.952808852,0.145391887,0.272082334,0.129351752,0.025809746,0.276834378,0.022071523,0.780840409,0.791380301,0.376843295,0.361347489,0.595226452,0.218041613,0.300095912,0.257670743,0.306158774,0.843999903,0.172156288,0.051248148,0.840827519,0.906487985,0.185782796,0.046663659,0.481550146,0.709906538,0.697289522,0.607272362,0.221923748,0.939705967
random457,0.078976173,0.633687789,0.119350495,0.65206921,0.854753836,0.070383934,0.26574577,0.28414122,0.77537094,0.340689345,0.231962265,0.374653943,0.338748827,0.553370969,0.31863429,0.816869296,0.148871226,0.111186503,0.925840099,0.969814642,0.762339856,0.478890728,0.941273266,0.098062401,0.235861501,0.598304193,0.714981973,0.608404222,0.175956828,0.59395517,0.80975575,0.836453965,0.771626496,0.397890912,0.12955622,0.063354981,0.593681798,0.712192631,0.626950986,0.870435585,0.49003418,0.60003249,0.303601873,0.275327871,0.879563652,0.197186411,0.22237426,0.729385678,0.373182382,0.002130016,0.466167612,0.729105659,0.427855559,0.057205383,0.727897357,0.161103426,0.661888418,0.552269962,0.923812874,0.581975754
random458,87,75,30,5,80,86,65,6,2,48,100,66,61,19,33,55,75,82,36,84,32,83,52,52,69,13,98,28,39,3,56,83,89,97,7,94,7,4,87,62,1,57,73,80,12,45,48,29,45,13,57,66,30,12,27,92,68,81,47,73
random459,7,3,2,9,7,1,2,2,8,7,8,10,8,7,7,2,8,9,2,3,0,1,3,1,8,3,1,2,1,0,6,2,0,5,8,3,10,3,4,3,10,1,3,7,7,8,9,9,10,4,3,10,8,1,2,1,0,0,7,10
random460,0.799564470,0.201621715,0.009534991,0.064048862,0.813568765,0.282813678,0.316495854,0.872236986,0.185767275,0.579615674,0.892974006,0.705241794,0.570904309,0.765427202,0.361431702,0.011346488,0.316298904,0.276821734,0.761821761,0.774259443,0.436405742,0.850374024,0.466935454,0.603779728,0.278014055,0.225627712,0.248559162,0.671177085,0.634826962,0.583170996,0.436537748,0.945345939,0.149148716,0.493239751,0.206534543,0.362362338,0.707079236,0.651634236,0.462913125,0.375517197,0.522733736,0.070966142,0.821817492,0.309369696,0.565836454,0.064451677,0.989567672,0.866070951,0.671289518,0.817765792,0.614898343,0.014485232,0.559467747,0.940935366,0.251181221,0.920228807,0.465993695,0.172451912,0.819041626,0.023433995
random461,0.122431145,0.823640361,0.807071736,0.394453298,0.954473519,0.445628823,0.786826698,0.73277524,0.655112016,0.378642532,0.226653667,0.277616726,0.107772057,0.607921539,0.058423422,0.873496252,0.820892239,0.947001346,0.592984396,0.234478044,0.386417571,0.438957226,0.15294007,0.533147649,0.700691329,0.015785999,0.583982418,0.8233155,0.271518648,0.845543462,0.713171564,0.654532009,0.768434638,0.78569399,0.920424628,0.742210102,0.451879799,0.226144441,0.913287227,0.206829531,0.780718632,0.668697511,0.871432462,0.506999804,0.824175423,0.959258678,0.133106533,0.937954535,0.700581856,0.185799493,0.587539368,0.716966636,0.082342111,0.445284097,0.997495847,0.215099995,0.444336788,0.208056632,0.457923056,0.091786563
random462,44,80,54,91,33,14,100,63,44,48,81,10,98,10,96,40,90,51,33,49,26,91,8,48,68,65,43,5,66,78,41,66,44,84,66,37,53,36,39,34,9,52,22,9,15,22,53,21,67,41,27,90,38,6,59,72,52,51,46,88
random463,2,9,3,2,1,6,1,8,3,3,3,7,7,10,8,0,5,9,3,8,1,10,2,4,2,1,6,3,5,1,3,0,4,6,3,5,2,3,7,3,0,8,3,10,8,3,7,10,3,0,8,3,2,4,2,8,9,1,2,5
random464,0.030838596,0.687892368,0.908493826,0.401232185,0.396877084,0.470858313,0.082258502,0.325458553,0.835575429,0.430098945,0.851592301,0.967720765,0.575474052,0.837570520,0.867009861,0.712747929,0.222303764,0.197726630,0.229123665,0.238174630,0.208325520,0.813981537,0.670054688,0.188483725,0.258574946,0.724147462,0.621357585,0.064802329,0.219272421,0.980900310,0.901110338,0.013921748,0.410236374,0.369689535,0.161028375,0.443882741,0.256266508,0.236388225,0.680196667,0.051439587,0.171365649,0.345399949,0.120131413,0.749939740,0.174815518,0.289281002,0.904804499,0.383193039,0.465467595,0.349871106,0.232089914,0.880100149,0.943491635,0.428280768,0.811389470,0.643370799,0.224717831,0.923748747,0.288873301,0.748247323
random465,0.723634948,0.926068673,0.267124253,0.208888801,0.821027562,0.187751799,0.481038374,0.631236163,0.179141267,0.348072286,0.179311008,0.224444088,0.139927714,0.424478524,0.869966286,0.429638059,0.472670968,0.611126127,0.497571741,0.838659525,0.029100734,0.798278941,0.56511283,0.394688804,0.522548303,0.81226476,0.626126879,0.631836897,0.371733516,0.748241436,0.736363944,0.358561479,0.773095168,0.461261056,0.76902106,0.763033204,0.752800377,0.879238126,0.867211028,0.063439732,0.359508862,0.953415406,0.49996567,0.19794885,0.145191043,0.46145888,0.329299115,0.1107368,0.309184221,0.029949518,0.823640378,0.473095305,0.486777927,0.282153834,0.251504152,0.205163829,0.713393286,0.815973409,0.538452766,0.222697121
random466,51,37,6,62,34,23,65,59,19,49,82,71,85,79,14,55,61,23,8,50,25,46,22,66,1,27,57,5,65,66,43,71,80,24,16,52,36,80,42,89,99,5,50,66,18,89,34,3,50,19,77,64,4,88,89,58,19,11,64,50
random467,3,4,8,3,10,0,0,6,8,1,8,6,0,0,6,3,5,9,7,2,9,2,10,2,0,7,6,9,2,5,0,6,6,9,7,7,9,3,8,10,6,3,0,10,4,3,6,0,3,1,8,0,0,1,2,9,5,10,8,4
random468,0.130189449,0.165816041,0.050167680,0.209747625,0.565326389,0.728847747,0.170799404,0.551861827,0.057901192,0.968909264,0.777456679,0.411572760,0.992407071,0.190671076,0.746835140,0.343455839,0.161401700,0.633061851,0.571885563,0.315959136,0.462187299,0.982260373,0.797322220,0.829360600,0.646645854,0.684988900,0.013082526,0.385542929,0.708703593,0.813966148,0.075186642,0.805537913,0.006689682,0.397829386,0.262325323,0.070460699,0.202291945,0.856975687,0.656394481,0.488932311,0.607179548,0.354130664,0.924282204,0.982052679,0.214714184,0.273192581,0.344851964,0.344625244,0.359956955,0.579513549,0.376885799,0.927239306,0.090999794,0.796004729,0.490565469,0.907904335,0.096580956,0.164334650,0.242868238,0.211421216
random469,0.094361438,0.652108467,0.21248666,0.798562719,0.329678677,0.685062256,0.424051022,0.189831814,0.446109116,0.451266211,0.454362271,0.315905002,0.963390806,0.386687983,0.315110344,0.465525323,0.23968547,0.896788737,0.676191342,0.77811329,0.021275244,0.042895956,0.367813155,0.995088276,0.518896171,0.8188506,0.175950102,0.157557527,0.795401195,0.820259862,0.787393037,0.634254539,0.454911473,0.684480186,0.084225328,0.358961372,0.726647842,0.357933832,0.4458443,0.304603806,0.410001888,0.263609797,0.369052375,0.564166913,0.565940105,0.974743292,0.845584083,0.919668812,0.218559299,0.566858529,0.329990615,0.518440281,0.144075101,0.105012783,0.657684772,0.337055736,0.657266998,0.415107235,0.345171981,0.381149403
random470,96,87,34,25,56,5,96,53,65,47,41,68,50,43,7,3,85,41,63,17,51,12,32,86,8,86,22,58,86,9,71,26,77,20,17,81,69,28,95,77,23,86,13,43,80,42,15,30,63,25,5,85,54,19,38,81,5,70,47,21
random471,8,4,8,2,10,5,10,4,6,2,2,7,1,2,9,7,9,4,0,4,5,4,9,8,7,10,5,1,5,5,6,5,3,9,6,10,5,5,0,5,8,0,9,1,6,4,1,0,3,8,1,0,4,5,10,1,2,9,7,6
random472,0.272638935,0.534309734,0.989512081,0.351858054,0.120502785,0.834324414,0.142281979,0.931777546,0.474120891,0.107434505,0.044434073,0.322318982,0.356604119,0.770272041,0.541010616,0.247839716,0.872840892,0.219010490,0.946511904,0.906156956,0.535675491,0.709842418,0.907760049,0.921543586,0.821531479,0.704233568,0.965940999,0.718229062,0.576930439,0.777789137,0.663600989,0.216291904,0.443448614,0.690680288,0.467293790,0.328566450,0.001938374,0.233930626,0.471140652,0.628631504,0.117686486,0.027326765,0.346082952,0.737780071,0.621659427,0.136463826,0.361617070,0.939013408,0.452684232,0.922055941,0.454047024,0.480863576,0.792001606,0.678954928,0.858791950,0.240667195,0.483470774,0.751842465,0.535337589,0.657174161
random473,0.61284401,0.870627491,0.07780229,0.055319013,0.329595602,0.140627668,0.634980081,0.699524684,0.471123423,0.216758438,0.543502211,0.497940474,0.109134425,0.055366629,0.692127554,0.108903681,0.929650401,0.022888741,0.014564329,0.837439389,0.249312113,0.945578348,0.468194791,0.890092222,0.851058657,0.852731928,0.703822189,0.175070195,0.743736289,0.606746652,0.1098675,0.955517373,0.870789197,0.412511582,0.964026931,0.450245709,0.798477095,0.163393824,0.01258955,0.790667886,0.851442147,0.591038357,0.667264377,0.594000174,0.022980468,0.971123462,0.902063576,0.872362762,0.842743178,0.912569874,0.649552886,0.19046466,0.569268901,0.880753525,0.873313861,0.826936109,0.434570788,0.893621251,0.245076603,0.016441737
random474,58,23,0,46,25,90,21,11,45,31,21,87,7,20,75,94,59,59,42,17,4,4,33,7,46,40,60,7,97,56,52,51,96,0,87,15,31,27,83,5,0,51,57,32,86,63,33,56,63,42,79,55,57,52,71,98,5,9,91,44
random475,4,3,4,4,3,6,10,6,0,9,5,0,4,7,6,1,1,10,0,6,7,0,9,10,10,6,7,5,4,6,6,4,0,10,5,9,9,9,3,9,6,10,10,1,2,1,7,6,6,1,8,1,3,3,3,2,5,7,6,5
random476,0.168588671,0.565627293,0.501271910,0.449718206,0.296942599,0.564206725,0.167304538,0.381627863,0.212392228,0.804612721,0.743968119,0.723437956,0.735679011,0.868732586,0.780538141,0.738190185,0.931169970,0.596910496,0.976255845,0.096033142,0.410429049,0.544002824,0.609913637,0.848094879,0.579590491,0.981884546,0.459801915,0.296069622,0.830735926,0.565876704,0.011350123,0.847228566,0.616121635,0.628099444,0.265293258,0.792990598,0.423847272,0.440739301,0.366706148,0.204794467,0.531880486,0.207012314,0.571756682,0.111358671,0.110663164,0.412919695,0.598529025,0.500833307,0.310099971,0.170259461,0.555105970,0.991017148,0.630473548,0.696252002,0.148561049,0.299001123,0.358423327,0.037470739,0.872711577,0.712784801
random477,0.739860218,0.002777312,0.284816366,0.685287425,0.327571251,0.045000515,0.010347426,0.928057116,0.533654421,0.700612773,0.107491202,0.849952987,0.508155598,0.74636057,0.403352772,0.656580507,0.360903902,0.657997621,0.881245187,0.090513201,0.189796832,0.979088269,0.518808582,0.669695967,0.973316624,0.137014031,0.323241692,0.548222277,0.360906286,0.837411835,0.41074686,0.19679824,0.145681334,0.501091736,0.380133468,0.966816561,0.614871814,0.367701052,0.575272501,0.87414033,0.90360838,0.481239404,0.31687114,0.998632538,0.342492009,0.898755876,0.798271277,0.450950688,0.443224406,0.061543099,0.877616107,0.791406199,0.373760955,0.995850557,0.320789257,0.164891119,0.561789053,0.637391578,0.375029164,0.956955573
random478,22,99,9,46,85,78,24,53,48,6,11,95,51,9,94,2,17,24,4,48,4,3,97,100,61,80,63,89,66,84,76,11,87,87,42,20,17,97,19,76,86,71,2,22,70,47,25,27,78,48,44,37,75,24,95,98,93,74,10,24
random479,0,8,9,9,9,4,1,8,1,0,7,5,2,6,9,4,2,1,10,3,8,1,1,9,8,6,8,6,9,1,4,0,8,5,9,10,5,10,6,5,4,3,5,0,4,3,2,5,10,8,5,1,1,2,1,8,2,5,1,7
random480,0.267695776,0.353954358,0.893207594,0.334927214,0.338693036,0.469704142,0.638395446,0.054826137,0.114626854,0.854638230,0.981740255,0.545702408,0.329432133,0.844697313,0.903204760,0.357544861,0.750332657,0.945221014,0.501817809,0.652216091,0.168475956,0.020085604,0.762059294,0.339728718,0.622281867,0.848185307,0.510388631,0.265817083,0.585836400,0.467963085,0.689945492,0.727872560,0.165015053,0.250149120,0.555389451,0.999499992,0.254527646,0.535910154,0.475314475,0.747909067,0.059883880,0.792809378,0.722521472,0.894329522,0.135353586,0.837872920,0.992253041,0.196847984,0.004528449,0.162824548,0.269978741,0.625879425,0.716928781,0.465384171,0.445573649,0.350074142,0.247812592,0.897575327,0.592778881,0.483844750
random481,0.694207849,0.080599123,0.911339443,0.454232351,0.462947625,0.638440735,0.502543968,0.955414977,0.315959446,0.981744884,0.841000489,0.478746652,0.803842685,0.824477872,0.703925152,0.66768883,0.798613598,0.890750262,0.186063134,0.111110533,0.701294687,0.883381647,0.174120821,0.77295893,0.506705588,0.592020535,0.784784314,0.629177457,0.858194144,0.357214333,0.160430731,0.954451107,0.108331764,0.670325801,0.799360578,0.501636011,0.952688295,0.556771967,0.700777237,0.944909435,0.012195168,0.681482953,0.682261345,0.416675172,0.872246565,0.369490078,0.394856356,0.679415892,0.972720563,0.779715114,0.354878112,0.213880289,0.924243748,0.802111467,0.986151474,0.986151319,0.344021871,0.768413533,0.842466888,0.53747395
random482,1,80,63,9,15,54,66,6,28,40,80,100,57,18,98,42,28,20,79,18,75,35,51,2,3,25,35,8,83,69,54,78,31,7,97,58,35,100,57,41,44,21,18,36,21,27,85,90,26,30,28,31,52,52,64,100,53,9,6,84
random483,0,4,4,8,3,7,6,7,4,3,6,5,7,10,4,6,4,4,9,1,1,1,0,0,8,6,6,4,7,6,4,2,7,2,2,10,8,0,4,0,0,4,7,6,0,10,5,1,1,9,8,10,3,5,5,8,2,9,4,5
random484,0.705285046,0.507409041,0.260103034,0.665372543,0.804398687,0.351859536,0.502689554,0.123920245,0.756415151,0.459215704,0.887303130,0.239561761,0.356441534,0.940667489,0.317037447,0.500558352,0.397162746,0.651024348,0.583151711,0.384492972,0.130780678,0.372189174,0.516240324,0.169735348,0.770466418,0.809889815,0.790836379,0.788259889,0.816195068,0.189351065,0.552955681,0.591371847,0.997072540,0.250311241,0.362478040,0.599678303,0.122989572,0.956070665,0.685776020,0.123037588,0.508789688,0.306702182,0.973924944,0.696726566,0.114205954,0.077755853,0.962736782,0.496840313,0.857246095,0.774363629,0.385652967,0.973192640,0.867618226,0.351127184,0.827674012,0.331405245,0.246476387,0.512076520,0.276138237,0.323230727
random485,0.95598315,0.272010591,0.204995408,0.786401429,0.997578824,0.790518774,0.701831949,0.144113439,0.17692723,0.499789834,0.253202856,0.651998133,0.398465184,0.28312328,0.150807699,0.13707245,0.004795229,0.356205323,0.238719769,0.868943102,0.008857995,0.394089022,0.57804315,0.347030487,0.523665,0.936081822,0.844995269,0.267587191,0.770699873,0.962049079,0.594499105,0.283934,0.355686783,0.6993919,0.639399531,0.089929094,0.616596272,0.712014398,0.010472423,0.848494971,0.15189914,0.300484634,0.576267573,0.362918126,0.708671391,0.336956477,0.400896398,0.971840416,0.770064884,0.409248924,0.84213397,0.250706559,0.358259722,0.066917211,0.655088718,0.621138194,0.859878163,0.281812895,0.833332769,0.045702756
random486,45,67,61,79,94,17,78,89,63,56,34,32,28,92,40,38,32,38,20,57,5,84,24,48,59,13,37,75,20,39,77,31,26,6,92,2,79,9,94,42,97,87,100,28,65,73,86,53,51,72,66,34,61,5,12,100,95,11,65,83
random487,2,9,3,2,3,0,0,3,8,1,8,9,1,3,5,8,7,2,0,0,0,1,8,3,8,0,6,3,1,5,2,4,1,5,4,4,0,7,10,1,1,5,8,0,9,3,4,6,1,6,6,9,9,6,5,7,0,2,0,4
random488,0.442976752,0.876614618,0.833185995,0.465244040,0.556465587,0.622750218,0.262631389,0.152421197,0.796221862,0.283762638,0.076031906,0.785826393,0.213069401,0.609459500,0.068999508,0.087497368,0.091983877,0.699148359,0.773890325,0.242154369,0.094831881,0.026212750,0.636649744,0.054250769,0.517547087,0.423176084,0.917459851,0.274920272,0.190936533,0.861109034,0.409073120,0.193095955,0.154608391,0.826256800,0.691602932,0.252409420,0.757059768,0.311660058,0.302487918,0.363935454,0.127078727,0.243211007,0.537477737,0.549137836,0.700820304,0.461445798,0.807000879,0.670094633,0.664001470,0.139151321,0.032842944,0.538569945,0.136723104,0.685427158,0.687460982,0.649970652,0.072445844,0.771149653,0.551144121,0.634001859
random489,0.768628274,0.123628607,0.88095663,0.335566424,0.687970227,0.822078189,0.18700876,0.162048182,0.232060575,0.336002174,0.000117185,0.667397635,0.171114156,0.478768301,0.90045493,0.219302942,0.012776305,0.415051705,0.831008486,0.696356859,0.355473702,0.570861705,0.448456931,0.592377354,0.399198094,0.573487984,0.204986774,0.870340497,0.750785168,0.288913008,0.995146638,0.549041021,0.640572372,0.784180083,0.818553076,0.370626478,0.969285601,0.2088243,0.131645938,0.468841615,0.022684395,0.408622929,0.228602458,0.434009984,0.872405797,0.187758361,0.128464819,0.725871705,0.90032997,0.007857907,0.08207506,0.348228741,0.658393493,0.690954113,0.983395134,0.094529494,0.403183284,0.657057207,0.62459859,0.038409831
random490,88,42,10,64,42,94,94,58,86,56,87,20,28,31,8,22,47,14,30,64,33,97,16,61,97,95,82,77,56,82,9,72,24,18,56,9,72,20,57,6,59,55,92,35,72,72,18,9,53,15,97,73,67,100,68,47,87,33,6,35
random491,10,9,9,4,5,6,10,6,7,10,4,2,0,1,8,3,10,0,1,0,10,10,8,9,0,8,8,2,5,6,7,9,7,2,8,4,4,9,2,7,9,1,8,9,10,8,4,9,4,9,0,2,6,9,6,2,4,9,2,8
random492,0.300840244,0.413621542,0.046304974,0.772738805,0.956929902,0.208810659,0.788861043,0.029332027,0.747112370,0.294393097,0.537184513,0.297202465,0.077311283,0.964558905,0.077887190,0.209422412,0.050137554,0.280448753,0.566360828,0.286578865,0.018497733,0.549226844,0.848942401,0.647427317,0.797824071,0.354676992,0.337668892,0.770698957,0.530383550,0.191360035,0.541190700,0.262467391,0.694423406,0.775043923,0.671476175,0.572722320,0.639229877,0.946186892,0.728425026,0.047751495,0.227778940,0.357482868,0.975461462,0.222377172,0.920516561,0.050113729,0.423621948,0.941472041,0.704248650,0.010340192,0.227869513,0.563810326,0.934328370,0.841652540,0.302302054,0.938857546,0.053102060,0.511194757,0.451825952,0.796231406
random493,0.481648052,0.01913376,0.706673534,0.724931237,0.262782876,0.905367393,0.241251109,0.817504653,0.280497774,0.552746543,0.672313493,0.074121461,0.696849024,0.740382709,0.120454378,0.343180691,0.710356265,0.657741193,0.841903194,0.231018893,0.622252457,0.196518638,0.353299772,0.356062765,0.262112482,0.038361854,0.880015336,0.174404885,0.281990029,0.554600799,0.717732571,0.962144917,0.167677157,0.983911754,0.086129433,0.51290647,0.714930653,0.498886866,0.255134587,0.458417278,0.120307627,0.777906047,0.309865296,0.535582825,0.517497101,0.54082609,0.941087886,0.01881749,0.932270602,0.097838218,0.440930861,0.466666497,0.975165432,0.089066397,0.468751898,0.733040609,0.949192789,0.808333374,0.989173401,0.66762257
random494,49,21,94,35,78,63,3,49,77,79,89,92,9,40,68,65,34,89,21,66,87,34,27,40,31,55,72,23,77,60,89,46,96,18,75,45,60,56,26,91,18,44,71,64,32,96,5,34,80,1,100,0,91,13,80,87,94,57,97,57
random495,3,7,1,4,8,10,1,6,9,3,9,4,1,6,8,7,9,4,8,0,8,1,2,6,2,6,7,7,4,2,4,10,8,1,6,5,1,1,1,7,4,6,7,5,3,9,2,1,3,7,10,1,2,0,6,0,2,10,1,8
random496,0.920252278,0.740414514,0.934547796,0.978782455,0.353138161,0.837499637,0.465551054,0.668117754,0.328190078,0.212788250,0.192581571,0.554913424,0.442538428,0.265289574,0.529799607,0.383848492,0.662885274,0.848380096,0.322830255,0.222201314,0.974355866,0.373425735,0.858107272,0.382833533,0.438272804,0.988647778,0.442218833,0.515325696,0.463742475,0.734914275,0.322059312,0.317871662,0.705046487,0.405865870,0.389750186,0.030546972,0.952217499,0.114761515,0.441173032,0.755857243,0.011462362,0.107799989,0.454008215,0.145325814,0.344570994,0.597102002,0.068241074,0.767776745,0.627295522,0.800198082,0.012502188,0.101499182,0.363343562,0.384405141,0.322747200,0.263386856,0.908106741,0.494151056,0.526402951,0.367326724
random497,0.742291696,0.485460408,0.870183198,0.418439759,0.253439715,0.079591778,0.911986719,0.361895849,0.050073217,0.07911342,0.180273938,0.152277339,0.22482927,0.878731327,0.036720132,0.781061955,0.529096623,0.52941864,0.88039084,0.80904316,0.116830552,0.253182001,0.766567164,0.777892203,0.923575195,0.436215825,0.050964976,0.120123062,0.412379108,0.983620793,0.396753257,0.703907094,0.704680694,0.246634311,0.110471062,0.10821703,0.526684234,0.679493692,0.72332884,0.113017475,0.678717435,0.29796173,0.009218974,0.476189971,0.098350644,0.366764666,0.466068578,0.515731752,0.320456352,0.170207653,0.878842112,0.609118864,0.500658377,0.581106659,0.84857313,0.064167141,0.505394465,0.293316078,0.133904631,0.355919202
random498,67,95,4,100,70,24,71,63,42,81,73,58,92,11,42,55,89,38,42,3,34,90,12,14,73,39,27,4,13,19,40,53,96,76,27,48,9,65,7,68,87,49,99,29,23,75,100,75,25,99,62,89,27,46,67,5,92,9,6,21
random499,10,1,6,3,4,3,6,0,0,7,9,1,3,8,6,10,9,10,9,7,1,7,10,4,1,9,7,7,8,8,9,10,3,4,6,5,1,4,4,2,8,5,0,7,5,8,8,10,8,4,0,8,0,0,1,5,9,9,8,0
random500,0.108320348,0.572222771,0.191803918,0.130617287,0.292780475,0.066540332,0.845749528,0.752614142,0.952616750,0.135245909,0.628152827,0.705689760,0.159150133,0.655992036,0.514118487,0.626107793,0.204890247,0.802377054,0.104839812,0.871655835,0.574964632,0.622940314,0.053952406,0.320578088,0.421990086,0.587632034,0.534244329,0.879582488,0.756286210,0.196382045,0.366781056,0.932175762,0.043752515,0.351660817,0.493487122,0.909820807,0.131860169,0.456054018,0.355190595,0.946731144,0.592515321,0.923205461,0.758958317,0.240838758,0.210551397,0.480943777,0.231545313,0.727124036,0.805579374,0.048098975,0.639938173,0.695197035,0.555706706,0.463081068,0.436268665,0.109719871,0.188988031,0.956427826,0.306452088,0.607255287
random501,0.378603298,0.23855025,0.97904253,0.408197337,0.992879519,0.270192366,0.161087236,0.295301229,0.815747046,0.334992777,0.366060177,0.990204126,0.245421836,0.189998442,0.140276513,0.191083435,0.930333606,0.041820921,0.715496346,0.925572763,0.541271594,0.769848469,0.655030865,0.512221046,0.108794949,0.688512057,0.125275932,0.846391698,0.019577466,0.686296171,0.938751452,0.816351518,0.678544759,0.239263192,0.932521681,0.624005307,0.187150602,0.01875163,0.619453349,0.252700871,0.162093003,0.47242613,0.721412972,0.519582886,0.755442979,0.93885125,0.254491189,0.369727066,0.585966256,0.261828288,0.983903648,0.522742214,0.40944641,0.09723906,0.200614495,0.423069534,0.202330254,0.437901179,0.255899108,0.564100097
random502,75,65,89,35,2,67,22,78,19,31,53,12,9,32,87,73,60,37,7,42,30,65,48,99,19,8,60,52,8,17,3,74,44,40,90,58,34,7,77,37,48,71,33,12,67,36,31,96,90,63,27,94,64,71,36,40,62,87,77,21
random503,4,10,4,1,3,10,3,9,6,5,10,10,4,5,6,10,3,1,8,10,10,7,10,5,5,4,0,1,2,5,4,7,4,0,5,6,7,10,0,3,9,8,6,6,9,6,7,8,7,5,2,9,7,7,5,0,9,0,9,2
random504,0.722074105,0.010313619,0.083435042,0.562716779,0.698499532,0.906551374,0.775135490,0.541228246,0.241530766,0.585888600,0.053504921,0.845792271,0.751791788,0.205532623,0.886482808,0.113601012,0.860761651,0.022240300,0.840590168,0.413373102,0.663689747,0.389989851,0.661112938,0.707812465,0.830405530,0.831747211,0.307636804,0.482188894,0.122027936,0.320096093,0.441237391,0.006147950,0.407781041,0.592756302,0.273827934,0.752557016,0.959875276,0.174574325,0.790954954,0.599531774,0.703975072,0.617346919,0.912575931,0.006671944,0.895709682,0.161768392,0.631495382,0.388814541,0.942651458,0.739753520,0.154113747,0.665362245,0.173177489,0.925095073,0.067292352,0.811445020,0.556837770,0.073327847,0.200761986,0.261921547
